geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
meanDE	0.831	0.692	0.796	0.281	0.873	0.971	0.96	0.446	0.947312178792666	0.173973300303873	0.803732292445555
meanDE	0.31	0.298	0.035	0.556	0.245	0.277	0.106	0.661	0.112858953305171	4.16348073521712e-06	0.00687150922666324
EE	0.605	0.749	0.569	0.519	0.685	0.591	0.613	0.432	0.854147413253123	0.00816142997947824	0.489157751753107
EE	0.481	0.555	0.417	0.783	0.497	0.569	0.295	0.739	0.21779268241433	7.82645960994125e-05	0.0850400292790902
meanDE	0.5	0.617	0.615	0.462	0.503	0.588	0.607	0.504	0.368980422851494	4.47256097877711e-05	0.0683266718684193
EE	0.251	0.379	0.303	0.087	0.061	0.14	0.061	0.081	0.0168286603388581	1.73694973473339e-09	0.0039400133604241
EE	0.083	0.07	0.064	0.04	0.054	0.047	0.042	0.026	0.00060566537867942	2.51471101574866e-47	0.00118395822840603
varDE	0.386	0.263	0.33	0.857	0.494	0.309	0.367	0.971	0.214187557945161	0.00125192807391534	0.0195620948706031
EE	0.072	0.162	0.095	0.013	0.216	0.345	0.111	0.03	0.079203328480893	2.5595843934057e-05	0.167114974470276
EE	0.114	0.089	0.282	0.143	0.497	0.365	0.718	0.497	0.87372100859179	0.000257997513491234	0.0426358918400234
EE	0.048	0.101	0.031	0.036	0.072	0.068	0.065	0.045	0.00126205291378598	3.78438943844202e-40	0.043656456975121
EE	0.086	0.151	0.068	0.144	0.07	0.144	0.05	0.157	0.041438978351265	8.82316699384207e-14	0.00079343321309076
varDE	0.679	0.722	0.737	0.412	0.498	0.359	0.545	0.329	0.808317457389452	0.000156201018241318	0.284621238170855
EE	0.851	0.977	0.985	0.656	0.9	0.827	0.951	0.922	0.765840564582179	0.416795337567783	0.682438372315856
EE	0.913	0.969	0.842	0.937	0.725	0.701	0.789	0.72	0.643964008419572	1.32782766323966e-07	0.679921657958456
EE	0.824	0.855	0.815	0.486	0.896	0.89	0.87	0.415	0.745546866276951	0.0152604056423629	0.188365835040262
EE	0.65	0.509	0.552	0.676	0.46	0.318	0.382	0.46	0.663244549038211	2.16573926916473e-12	0.432463780455717
EE	0.491	0.472	0.522	0.526	0.468	0.583	0.69	0.435	0.74770165426799	0.0980776821531342	0.661044988818452
EE	0.137	0.18	0.153	0.108	0.021	0.014	0.026	0.008	0.0260930592882799	3.79578283780819e-52	0.0185578135029216
EE	0.479	0.518	0.552	0.523	0.389	0.602	0.427	0.619	0.338316469077472	0.0589450096449524	0.551370668123597
EE	0.011	0.016	0.013	0.012	0.032	0.025	0.016	0.008	0.00665808904174978	1.59368642882082e-25	0.00452105089022049
EE	0.542	0.564	0.58	0.589	0.402	0.425	0.401	0.448	0.363281486741763	9.11799785386994e-09	0.464858356849354
EE	0.926	0.913	1	0.973	0.707	0.689	0.742	0.734	0.521891267292072	7.38417430127956e-07	0.757866498321384
EE	0.539	0.41	0.591	0.74	0.952	0.837	0.925	0.682	0.9686985396969	0.0880034215102547	0.480871184831115
meanDE	0.624	0.574	0.405	0.947	0.93	0.912	0.502	0.984	0.434098750570137	0.435339577165905	0.987128313365722
EE	0.943	0.867	0.937	0.872	0.614	0.637	0.616	0.668	0.531278184908142	7.06127883130118e-10	0.549042232916037
EE	0.137	0.192	0.183	0.3	0.4	0.408	0.455	0.66	0.490265224094357	7.04437514767363e-14	0.212753094051135
varDE	0.567	0.467	0.848	0.304	0.494	0.469	0.838	0.329	0.449497469458284	0.160859024794423	0.31260473563654
EE	0.919	0.978	0.434	0.704	0.995	0.979	0.552	0.969	0.561024971823997	0.0889873199026202	0.44176628059567
EE	0.33	0.315	0.377	0.46	0.523	0.519	0.301	0.146	0.962409202719758	0.94905114503232	0.864362224565715
varDE	0.351	0.25	0.298	0.674	0.275	0.18	0.247	0.778	0.684033634029268	4.79049549709149e-05	0.854912084177686
varDE	0.249	0.203	0.301	0.329	0.306	0.138	0.118	0.178	0.793147115665982	0.000512235069957792	0.629330644301259
EE	0.498	0.3	0.808	0.723	0.176	0.081	0.272	0.539	0.269038196374509	1.56703181561237e-05	0.3133753151361
EE	0.59	0.705	0.519	0.539	0.465	0.65	0.351	0.442	0.308677887878828	2.26333192334863e-05	0.0345686910746476
EE	0.883	0.689	0.875	0.495	0.797	0.538	0.896	0.368	0.921752949746497	0.000988255407221271	0.00868092941212408
EE	0.031	0.128	0.057	0.478	0.008	0.013	0.008	0.111	2.07107680238331e-05	5.80035003460257e-30	0.000320382269370784
EE	0.127	0.098	0.225	0.027	0.072	0.035	0.096	0.019	0.0375852787128056	5.4980746644607e-11	0.100925842518711
EE	0.317	0.302	0.198	0.403	0.232	0.359	0.147	0.96	0.203773339860893	1.10484172325937e-08	0.00702000113905412
EE	0.371	0.376	0.323	0.346	0.307	0.424	0.323	0.583	0.47033208670358	0.00372627760965371	0.125235020672169
EE	0.779	0.837	0.417	0.296	0.834	0.546	0.108	0.066	0.271690497398553	3.85078920754397e-05	0.00781295621207453
EE	0.586	0.634	0.653	0.853	0.449	0.476	0.582	0.778	0.75655747706756	0.543839261816781	0.455570146354572
EE	0.138	0.131	0.128	0.21	0.167	0.158	0.167	0.134	0.00336981734802953	8.89184385731653e-73	0.0500206116185245
EE	0.721	0.719	0.868	0.471	0.943	0.864	0.766	0.568	0.287987131610208	3.31953324549075e-05	0.00141623187146637
EE	0.181	0.21	0.152	0.291	0.23	0.224	0.174	0.35	0.211722525253986	3.95005328311436e-29	0.161900076373101
meanDE	0.589	0.712	0.644	0.498	0.728	0.774	0.822	0.654	0.527255300733979	0.00176481516131307	0.0487472338058229
EE	0.926	0.912	0.94	0.981	0.679	0.533	0.551	0.974	0.434864713776816	0.00125466001103235	0.805536323575832
EE	0.308	0.352	0.429	0.649	0.106	0.144	0.254	0.546	0.279455045618344	1.31486491578268e-06	0.0157734694668014
EE	0.678	0.717	0.719	0.779	0.66	0.664	0.554	0.729	0.732883233074964	0.00740756838859012	0.602569123596936
EE	0.938	0.836	0.895	0.407	0.706	0.923	0.826	0.262	0.991350503144622	0.570279505931494	0.953920167424615
EE	0.654	0.658	0.827	0.5	0.977	0.989	0.925	0.5	0.879238851443072	0.729700145030546	0.802662208646637
EE	0.742	0.767	0.908	0.056	0.446	0.424	0.643	0.15	0.513189652838511	0.00532408154912383	0.331133883913525
EE	0.175	0.157	0.143	0.128	0.166	0.173	0.18	0.241	0.19140898072027	1.45279963903787e-09	0.0207930420855648
EE	0.608	0.83	0.754	0.824	0.744	0.967	0.949	0.927	0.661093781998623	0.075390932165141	0.997372096907778
EE	0.613	0.673	0.735	0.035	0.4	0.477	0.517	0.008	0.320014071895819	0.0154126376800596	0.625341286481779
EE	0.324	0.371	0.2	0.204	0.306	0.324	0.15	0.186	0.833212565649322	0.00519458795554864	0.102454298062245
EE	0.513	0.35	0.755	0.761	0.621	0.568	0.895	0.581	0.877716820222341	0.988291478071912	0.898599332111649
EE	0.801	0.831	0.829	0.899	0.929	0.97	0.802	0.972	0.871333168127491	0.577757486727888	0.980542947526875
EE	0.427	0.402	0.805	0.255	0.516	0.637	0.929	0.823	0.789228799646789	0.389046902516684	0.440433719867997
EE	0.553	0.812	0.852	0.854	0.692	0.975	0.907	0.496	0.796306010050445	1.02484049952922e-08	0.583697973046531
EE	0.066	0.103	0.103	0.188	0.185	0.25	0.34	0.453	0.213581418539751	3.46347595719086e-19	0.0218300864925328
EE	0.874	0.884	0.916	0.527	0.79	0.682	0.878	0.67	0.86620074655856	3.08053200061292e-05	0.591171665475491
EE	0.113	0.163	0.123	0.17	0.204	0.282	0.237	0.311	0.30205453232111	7.84718336986718e-12	0.0467165223428123
EE	0.121	0.328	0.131	0.212	0.218	0.275	0.22	0.224	0.191568977915317	0.00633265901238366	0.278615535550157
EE	0.726	0.967	0.845	0.946	0.974	0.931	0.906	0.841	0.829481681727838	0.197292678269814	0.480446837519052
EE	0.48	0.61	0.339	0.608	0.829	0.952	0.638	0.958	0.728501791359753	0.0111602614887864	0.47303647914371
EE	0.779	0.619	0.583	0.275	0.549	0.45	0.411	0.235	0.20689499467804	0.000108092251194756	0.177474157386132
EE	0.492	0.417	0.481	0.505	0.388	0.409	0.473	0.518	0.442715773374088	1.59399540900423e-16	0.0727794532447374
EE	0.593	0.436	0.462	0.443	0.376	0.32	0.365	0.444	0.609900550331893	9.48195370551257e-06	0.235527294003311
EE	0.405	0.44	0.333	0.517	0.364	0.484	0.394	0.697	0.169632150695883	0.00907184977133355	0.217282009136638
varDE	0.706	0.666	0.581	0.721	0.856	0.77	0.741	0.787	0.981857998059035	2.10361501655947e-05	0.37488406213181
EE	0.992	0.94	0.909	0.937	0.658	0.684	0.884	0.689	0.946872667703005	0.385295959562478	0.23674640361406
EE	0.305	0.215	0.178	0.865	0.452	0.304	0.133	0.708	0.0654537202007213	0.00103047298476528	0.102814884431844
varDE	0.386	0.302	0.029	0.605	0.224	0.173	0.068	0.68	0.0618285481952344	2.59753905303318e-07	0.000182382140169778
meanDE	0.296	0.283	0.233	0.31	0.192	0.189	0.124	0.189	0.108252620764229	6.42734469416733e-27	0.0549607168552882
EE	0.217	0.229	0.114	0.191	0.051	0.06	0.035	0.06	0.0141669189891204	3.41567957985535e-51	0.000817494837804015
EE	0.257	0.291	0.387	0.259	0.216	0.248	0.365	0.319	0.685061365335041	0.0375748079955827	0.0351196739114802
varDE	0.078	0.089	0.236	0.855	0.077	0.106	0.15	0.603	0.21374908624536	1.47032388331149e-12	0.000300334617508418
EE	0.846	0.795	0.704	0.853	0.538	0.524	0.399	0.905	0.214134719334737	9.58401802319616e-06	0.065705869420435
EE	0.544	0.718	0.462	0.471	0.218	0.4	0.507	0.812	0.408749095378699	0.000695392764837054	0.0151360126300187
EE	0.13	0.112	0.171	0.202	0.008	0.004	0.037	0.017	0.0502676039119455	4.65821784484903e-17	0.0052458342769638
EE	0.267	0.165	0.309	0.305	0.316	0.198	0.36	0.285	0.416917419003049	0.0249486228315758	0.487418832861811
EE	0.628	0.455	0.566	0.468	0.617	0.548	0.818	0.626	0.699327226003847	0.131111630670351	0.385910872787226
meanDE	0.105	0.066	0.098	0.314	0.088	0.035	0.053	0.2	0.0234098812511917	8.23879235486933e-13	0.0252250200751981
meanDE	0.463	0.498	0.616	0.543	0.733	0.857	0.874	0.927	0.839390796166871	0.00617055201027311	0.932127781924397
EE	0.786	0.844	0.809	0.646	0.945	0.809	0.783	0.417	0.617121157234479	0.000371257985810057	0.587240339675703
EE	0.914	0.995	0.979	0.712	0.902	0.875	0.95	0.785	0.92764964352519	0.000130860990807812	0.807095738844275
EE	0.246	0.31	0.189	0.355	0.464	0.577	0.299	0.577	0.573885351117204	1.96474331739896e-07	0.100916303458144
meanDE	0.145	0.277	0.115	0.464	0.2	0.295	0.175	0.621	0.03869049291981	0.000237218258836409	0.543764348190404
EE	0.246	0.248	0.198	0.179	0.395	0.395	0.318	0.2	0.117091119361661	0.000531227915637167	0.454324417093839
EE	0.902	0.947	0.965	0.875	0.869	0.792	0.958	0.912	0.777069769863972	0.119263721444202	0.203847370019988
meanDE	0.32	0.33	0.247	0.398	0.154	0.356	0.143	0.436	0.286681743294604	0.000456869256224033	0.199218306685077
EE	0.931	0.755	0.985	0.846	0.89	0.659	0.816	0.968	0.840310919829746	0.289093914338208	0.305532353526055
EE	0.843	0.785	0.944	0.596	0.941	0.852	0.952	0.548	0.959195651216935	0.192119404731323	0.190393306015257
varDE	0.358	0.311	0.749	0.214	0.343	0.197	0.449	0.052	0.841700459534862	3.26590655708393e-09	0.00616640003797349
EE	0.467	0.628	0.565	0.539	0.433	0.579	0.54	0.558	0.428068952139982	0.0700945045796996	0.778434699678068
varDE	0.435	0.501	0.526	0.409	0.41	0.449	0.437	0.362	0.214570349009968	3.97178364514397e-05	0.00547690181434717
EE	0.665	0.561	0.762	0.397	0.373	0.382	0.486	0.318	0.860984777687253	0.0198870582725592	0.0592184895918503
meanDE	0.329	0.315	0.318	0.405	0.235	0.311	0.245	0.14	0.199407809608659	3.72476670825329e-07	0.150561162997883
EE	0.859	0.95	0.972	0.916	0.666	0.85	0.836	0.804	0.721930764351418	0.192519088667701	0.320274359715462
meanDE	0.835	0.676	0.993	0.891	0.405	0.249	0.946	0.755	0.410583831920184	0.509003581129123	0.764824791183683
meanDE	0.172	0.241	0.162	0.22	0.476	0.619	0.479	0.573	0.533283240513026	6.04881423862807e-07	0.62479650912385
EE	0.564	0.612	0.761	0.726	0.572	0.696	0.526	0.782	0.819378240168301	0.0149331867800863	0.079925238008546
EE	0.973	0.795	0.926	0.28	0.711	0.494	0.788	0.403	0.635247322757873	0.000265250472745695	0.660536607847151
EE	0.312	0.268	0.375	0.371	0.483	0.396	0.469	0.444	0.300759535253916	0.0219859226904337	0.964797717560041
EE	0.672	0.891	0.62	0.204	0.841	1	0.633	0.422	0.783819573923484	0.497476302068575	0.947002657138205
EE	0.604	0.584	0.985	0.96	0.764	0.572	0.993	0.984	0.570827905160164	0.0689496326364046	0.0769658297304458
EE	0.234	0.324	0.225	0.57	0.153	0.162	0.136	0.292	0.0381419332303522	4.54699413898279e-36	0.0535658270585465
EE	0.449	0.321	0.349	0.366	0.44	0.261	0.357	0.311	0.559354414626028	0.000170938250441057	0.170220923788882
meanDE	0.034	0.014	0.028	0.123	0.07	0.054	0.063	0.13	0.0658226541052993	1.101145391353e-24	0.0214769595373732
EE	0.087	0.09	0.119	0.399	0.103	0.046	0.089	0.452	0.266383159027336	0.179588363314201	0.728279421254533
varDE	0.295	0.255	0.403	0.565	0.285	0.122	0.439	0.846	0.701638528813969	2.99303446925951e-11	0.000401378965724803
EE	0.689	0.603	0.822	0.726	0.497	0.397	0.467	0.65	0.124283144309601	4.34573716584299e-27	0.256789241424531
EE	0.413	0.477	0.348	0.084	0.606	0.766	0.328	0.076	0.422668562425931	0.553435962315847	0.856941653711592
EE	0.301	0.312	0.214	0.289	0.599	0.631	0.475	0.236	0.463135335928928	1.78993243512312e-10	0.31333182602261
EE	0.731	0.417	0.681	0.937	0.836	0.713	0.977	0.912	0.627249115542204	0.0791455972298291	0.112942453233457
EE	0.191	0.237	0.334	0.218	0.426	0.424	0.722	0.296	0.990927051842508	0.106959590221888	0.311924376070333
EE	0.635	0.537	0.603	0.615	0.634	0.572	0.547	0.66	0.6345218153324	0.0001532613621485	0.57181294469532
EE	0.198	0.213	0.2	0.071	0.222	0.217	0.218	0.162	0.0130831204132825	8.34508451401314e-32	0.104292425839631
meanDE	0.757	0.614	0.708	0.752	0.29	0.277	0.23	0.831	0.184639047394872	0.00610565654771363	0.288159889382341
varDE	0.039	0.034	0.047	0.083	0.159	0.031	0.109	0.008	0.235762945546264	6.78136245318606e-07	0.0155738830878716
EE	0.416	0.262	0.615	0.056	0.281	0.126	0.451	0.112	0.441386952921177	0.14063068558485	0.489355634413317
EE	0.267	0.192	0.194	0.402	0.206	0.222	0.268	0.217	0.490906343027335	0.0108570191354153	0.0575500285254055
EE	0.715	0.837	0.857	0.951	0.896	1	0.81	0.972	0.714344731801446	0.307316533519841	0.408824079145532
varDE	0.419	0.288	0.373	0.443	0.363	0.29	0.306	0.459	0.956058890107244	2.28319210113771e-09	0.0492784871550877
varDE	0.156	0.27	0.102	0.129	0.192	0.477	0.217	0.151	0.800467657397068	0.0415805346978421	0.216391637872353
meanDE	0.011	0.007	0.007	0.003	0.008	0.008	0.008	0.008	1.00504980551537e-05	5.20798698030567e-68	2.12875053269439e-05
meanDE	0.532	0.475	0.47	0.624	0.697	0.504	0.52	0.592	0.231320677986386	3.58996081217617e-11	0.453141961906234
EE	0.663	0.744	0.96	0.957	0.92	0.86	0.756	0.721	0.786385925001847	0.00185217034302803	0.739275581367572
EE	0.93	0.954	0.967	0.739	0.978	0.837	0.765	1	0.785152809497068	0.116302994681964	0.519646386205566
EE	0.569	0.561	0.789	0.684	0.852	0.914	0.808	0.497	0.9140000424723	0.0420611512305232	0.137462805435839
EE	0.353	0.622	0.341	0.295	0.447	0.748	0.508	0.652	0.495470639515567	0.00351241177175466	0.162188196696976
EE	0.35	0.445	0.369	0.498	0.18	0.288	0.214	0.866	0.0960377240237489	1.10470800395111e-26	0.168246930872848
varDE	0.378	0.229	0.407	0.448	0.299	0.182	0.208	0.306	0.451672429131626	7.81249014541319e-06	0.075986895096001
EE	0.22	0.293	0.237	0.556	0.054	0.065	0.047	0.357	0.00892578644648388	1.43422021605617e-12	0.00599134192961656
EE	0.419	0.222	0.526	0.571	0.143	0.008	0.16	0.322	0.302659977889939	0.0353500922832684	0.0602390401842652
EE	0.631	0.596	0.654	0.486	0.547	0.518	0.278	0.297	0.39461167950749	0.000903012487249803	0.0939783763703159
meanDE	0.867	0.634	0.789	0.242	0.394	0.28	0.42	0.358	0.546679107119432	0.0891547529743246	0.267509189609692
EE	0.775	0.533	0.647	0.345	0.558	0.452	0.573	0.185	0.451552819292605	0.0109952537237789	0.108568026903072
meanDE	0.293	0.375	0.303	0.365	0.466	0.539	0.381	0.366	0.344093284118373	0.619647970581865	0.970888024341589
EE	0.251	0.177	0.572	0.39	0.704	0.474	0.584	0.292	0.852202090447347	0.25398368930156	0.500756672071971
EE	0.18	0.242	0.136	0.184	0.159	0.26	0.165	0.184	0.0678250141788896	4.27651419974829e-41	0.0144188950957338
varDE	0.204	0.148	0.204	0.242	0.229	0.156	0.223	0.225	0.28449079869379	3.58359914213498e-22	0.124938129127041
EE	0.736	0.568	0.799	0.553	0.922	0.771	0.97	0.955	0.721501410297997	0.056977485256346	0.813956226200104
EE	0.317	0.214	0.567	0.249	0.173	0.019	0.626	0.219	0.984493676666007	0.779051148559388	0.794028978899044
EE	0.201	0.145	0.244	0.029	0.248	0.176	0.331	0.008	0.0871746020973588	1.89474979922098e-06	0.0951412613797354
EE	0.987	0.963	0.901	0.93	0.677	0.714	0.782	0.784	0.6087358474299	0.0855266188891521	0.303352709873964
meanDE	0.821	0.769	0.776	0.738	0.931	0.89	0.971	0.898	0.641100542250171	0.0999052879205678	0.382873999279059
EE	0.741	0.838	0.787	0.931	0.535	0.629	0.559	0.963	0.303302862310233	0.226854302534304	0.286626520920412
EE	0.637	0.728	0.79	0.777	0.833	0.895	0.718	0.43	0.696306130523358	0.0211526931098888	0.52336352953115
EE	0.807	0.773	0.905	0.868	0.849	0.748	0.804	0.825	0.708707505843956	1.97709386205758e-05	0.598655100160177
varDE	0.235	0.346	0.273	0.444	0.053	0.095	0.046	0.12	0.152971562697456	1.48612253335026e-14	0.0635416672450293
EE	0.828	0.912	0.534	0.413	0.982	0.976	0.82	0.749	0.683506594258875	0.0104542638019195	0.22098074010471
meanDE	0.213	0.295	0.179	0.41	0.138	0.157	0.094	0.21	0.0734901718437131	7.95356839972006e-09	0.00105511000892839
EE	0.729	0.644	0.549	0.567	0.973	0.835	0.694	0.784	0.941864055798141	0.00549139686316626	0.961367002651177
varDE	0.497	0.507	0.474	0.514	0.661	0.545	0.522	0.49	0.38297394456816	7.0728904304358e-08	0.61584052452255
EE	0.836	0.819	0.912	0.81	0.731	0.72	0.686	0.746	0.61893473973771	0.0447646081617923	0.782457666295589
EE	0.903	0.919	0.597	0.26	0.755	0.848	0.799	0.393	0.984187472553686	0.00101703038621031	0.493986160131884
varDE	0.179	0.079	0.159	0.337	0.149	0.052	0.114	0.493	0.00693039693808131	6.31903091999619e-23	0.0677577654152964
EE	0.278	0.272	0.628	0.51	0.202	0.171	0.386	0.802	0.40018500358605	0.00158332008246943	0.312841359224813
EE	0.788	0.564	0.818	0.511	0.722	0.629	0.547	0.381	0.82941485665887	0.384677879134048	0.5746975580397
EE	0.318	0.373	0.281	0.176	0.545	0.72	0.642	0.48	0.945082843778264	0.0320603337106319	0.651049092919084
EE	0.14	0.111	0.105	0.197	0.024	0.031	0.017	0.102	0.00768546069755679	6.05312546547137e-17	2.02799864054716e-06
EE	0.642	0.662	0.525	0.169	0.5	0.446	0.507	0.222	0.758982815585147	0.361725856756847	0.643094298551161
meanDE	0.91	0.872	0.921	0.768	0.779	0.687	1	0.97	0.893052947201272	0.1027597188711	0.604009771655365
EE	0.83	0.72	0.88	0.79	0.85	0.826	0.902	0.878	0.592239411454104	0.00113422323564483	0.015256463915944
EE	0.316	0.435	0.459	0.425	0.428	0.591	0.495	0.536	0.493317234723091	0.17797148678751	0.483826068730658
meanDE	0.318	0.353	0.324	0.526	0.163	0.177	0.12	0.44	0.0519474429951484	6.81227443519862e-06	0.419622490509292
EE	0.386	0.44	0.465	0.673	0.455	0.538	0.488	0.825	0.345895478142001	5.60179884177479e-05	0.441606017478467
EE	0.477	0.37	0.494	0.446	0.388	0.354	0.426	0.45	0.260530121328461	3.53034648181672e-18	0.227643863711627
EE	0.956	0.847	0.953	0.981	0.724	0.618	0.84	0.735	0.778324284835251	0.0133453511347216	0.180763943258963
EE	0.228	0.205	0.199	0.805	0.224	0.236	0.229	0.976	0.343918480234659	0.000191677973249967	0.347357253905362
meanDE	0.036	0.037	0.023	0.257	0.008	0.017	0.008	0.057	0.0196689409787107	9.34187066365035e-08	0.00192036761532088
EE	0.4	0.166	0.313	0.178	0.46	0.296	0.457	0.343	0.251198194223146	1.54826794759033e-11	0.439007661522137
meanDE	0.513	0.841	0.778	0.487	0.772	0.988	0.763	0.367	0.73865631787957	0.671477197755242	0.527074879758872
EE	0.909	0.751	0.873	0.897	0.613	0.639	0.536	0.616	0.406071593463318	3.59562265561213e-11	0.39704716665268
EE	0.88	0.694	0.824	0.844	0.98	0.844	0.842	0.864	0.998773565510534	4.6886840147316e-07	0.692487986222405
EE	0.932	0.894	0.903	0.396	0.79	0.674	0.927	0.674	0.685378040561659	0.000382473161676744	0.0732490023108005
EE	0.657	0.631	0.593	0.598	0.725	0.734	0.657	0.589	0.888974335628063	0.00130521671567719	0.479397835567523
EE	0.185	0.236	0.294	0.583	0.213	0.402	0.277	0.795	0.27778816621526	2.88680670593815e-05	0.171214491466115
EE	0.687	0.745	0.953	0.979	0.787	0.942	0.956	0.744	0.688197289147393	0.018458739864439	0.227326380733351
EE	0.063	0.067	0.093	0.588	0.071	0.086	0.136	0.26	0.152937730281478	8.17594512073246e-39	0.0150884673069603
EE	0.722	0.825	0.876	0.901	0.921	0.983	0.708	0.691	0.726937846207642	0.0704433588842994	0.147527918159934
EE	0.763	0.845	0.661	0.583	0.88	0.983	0.598	0.377	0.278785042549002	0.007421256865956	0.80801242969243
EE	0.897	0.899	0.983	0.518	0.625	0.559	0.594	0.828	0.473756904495401	2.20120496393215e-23	0.425062854536082
EE	0.481	0.556	0.542	0.754	0.747	0.889	0.887	0.806	0.712802527534235	0.0382711463681806	0.325748466639992
EE	0.052	0.076	0.09	0.417	0.038	0.063	0.056	0.692	0.0604075809672073	3.194772704059e-78	0.00241794272260683
varDE	0.745	0.639	0.692	0.459	0.689	0.527	0.773	0.253	0.52315433941895	3.97882785245609e-06	0.446234194358695
EE	0.849	0.602	0.485	0.273	0.889	0.948	0.65	0.332	0.421163060720582	0.00234870455945513	0.546560183908459
varDE	0.497	0.392	0.833	0.198	0.447	0.306	0.803	0.358	0.659572855636825	0.107340053630153	0.33299602984995
EE	0.155	0.288	0.624	0.95	0.197	0.305	0.676	0.711	0.456030068793598	0.00458724443556745	0.0446466183497388
EE	0.293	0.212	0.095	0.571	0.612	0.472	0.186	0.789	0.344184054178142	0.00140848859223225	0.00609544750240585
EE	0.588	0.798	0.709	0.41	0.941	0.726	0.971	0.901	0.886898503332679	0.254730991497666	0.769538359695487
varDE	0.266	0.108	0.36	0.951	0.268	0.024	0.209	0.903	0.0485075664080466	2.73951969615948e-10	0.000251026572653088
EE	0.82	0.792	0.956	0.969	0.688	0.678	0.692	0.657	0.589168089540452	0.1338096132586	0.877277961025435
EE	0.111	0.118	0.369	0.325	0.206	0.171	0.446	0.469	0.680057639684127	0.206371843995407	0.854126161330424
