geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer
varDE	0.414	0.249	0.374	0.644	0.1	0.07	0.105	0.532	0.000802870686797216	5.51783656795339e-07	0.0116757132301729
EE	0.527	0.78	0.485	0.599	0.898	0.784	0.873	0.493	0.869118721092322	0.0963498497806931	0.471152871939438
EE	0.577	0.537	0.45	0.561	0.5	0.561	0.325	0.705	0.304880385848936	0.0627476747847138	0.169467879701759
EE	0.491	0.461	0.705	0.673	0.537	0.411	0.581	0.927	0.976349514189074	0.219259065164552	0.166622261730652
EE	0.227	0.301	0.265	0.061	0.381	0.34	0.424	0.201	0.333750094342772	2.15219282272252e-05	0.574564696914452
EE	0.639	0.55	0.594	0.446	0.68	0.51	0.589	0.337	0.347018468128478	7.95653986232194e-06	0.0515588266287603
EE	0.944	0.995	0.72	0.871	0.813	0.978	0.678	0.989	0.694761909695958	0.0696633285752896	0.807822942608436
meanDE	0.719	0.681	0.817	0.59	0.564	0.592	0.586	0.536	0.518183843054717	0.000539154872360047	0.12621574995165
EE	0.256	0.434	0.367	0.44	0.327	0.567	0.348	0.594	0.629373190713398	0.0261533102683447	0.234760215160712
EE	0.85	0.771	0.675	0.64	0.324	0.259	0.265	0.214	0.442820631184559	2.01539481853924e-06	0.326664589658726
EE	0.132	0.166	0.12	0.158	0.127	0.18	0.113	0.18	0.0273856794270695	4.42305633548262e-39	0.0269776197286164
EE	0.678	0.913	0.767	0.844	0.408	0.595	0.416	0.825	0.353648911039575	0.0200224814671714	0.858487529882894
varDE	0.548	0.507	0.637	0.864	0.496	0.421	0.498	0.971	0.674761563587517	6.35915947110716e-10	0.0329508237962425
EE	0.734	0.592	0.823	0.699	0.676	0.804	0.823	0.924	0.732260456733669	0.211419729561254	0.630004276947319
meanDE	0.035	0.102	0.071	0.116	0.045	0.045	0.063	0.227	0.0588490051302016	1.19426459707085e-26	0.00531003048050739
EE	0.408	0.257	0.587	0.909	0.864	0.642	0.989	0.933	0.917311979733359	0.244943783926622	0.297892310559066
EE	0.794	0.711	0.72	0.718	0.958	0.914	0.8	0.919	0.85704937046771	8.09870110376848e-05	0.68201663908356
EE	0.966	0.652	0.951	0.695	0.641	0.549	0.795	0.676	0.408502187072594	0.156542192742273	0.320018432178523
varDE	0.365	0.395	0.301	0.441	0.361	0.45	0.276	0.336	0.628397480756798	1.66602218019437e-09	0.037172914027372
meanDE	0.953	0.84	0.821	0.956	0.813	0.746	0.892	0.87	0.798739794338103	2.85375063700345e-05	0.139720026839168
EE	0.227	0.234	0.338	0.898	0.463	0.628	0.636	0.894	0.819152931131343	8.04247825394843e-10	0.540979560425421
EE	0.143	0.226	0.165	0.044	0.064	0.083	0.051	0.028	0.039975870706937	4.12357990493902e-22	0.0105131032544559
EE	0.234	0.312	0.195	0.509	0.16	0.269	0.192	0.351	0.103033447355393	4.90983458487516e-10	0.129859591597213
EE	0.897	0.907	0.999	0.837	0.567	0.647	0.729	0.863	0.591738717583236	0.464862703272148	0.836503807765813
EE	0.977	0.825	0.853	0.858	0.672	0.613	0.577	0.968	0.388704995318679	5.20129638231659e-08	0.0800097261167753
EE	0.86	0.921	0.528	0.427	0.875	0.842	0.671	0.852	0.609284579171697	0.559454207095041	0.836116450625135
EE	0.673	0.668	0.718	0.546	0.43	0.43	0.6	0.512	0.57907204042148	0.640904993039708	0.986122555993242
EE	0.893	0.898	0.856	0.348	0.879	0.771	0.911	0.623	0.686215950450973	0.965944074441423	0.992404908879724
meanDE	0.445	0.57	0.681	0.953	0.612	0.724	0.765	1	0.982439651726438	0.0358335621837574	0.196459748290202
EE	0.781	0.868	0.839	0.861	0.721	0.864	0.803	0.923	0.542631148681946	0.610690892093589	0.934129139792001
EE	0.328	0.292	0.337	0.126	0.433	0.33	0.46	0.098	0.361636082516074	0.00117803543692734	0.812657734140812
EE	0.761	0.76	0.891	0.804	0.536	0.563	0.583	0.631	0.456295573373092	0.0390741262764188	0.782216727055757
meanDE	0.268	0.294	0.268	0.454	0.061	0.065	0.068	0.404	0.0198520609646501	1.46536867720413e-24	0.0589038085289962
meanDE	0.611	0.693	0.754	0.79	0.699	0.83	0.803	0.921	0.860967057459066	0.000219057912811834	0.81252069153651
meanDE	0.376	0.464	0.375	0.424	0.85	0.909	0.649	0.665	0.540094099719013	0.000890423123784691	0.438928872212352
EE	0.754	0.756	0.744	0.833	0.629	0.661	0.672	0.84	0.580191254935559	0.000209963297172097	0.467255619948445
EE	0.866	0.989	0.673	0.841	0.923	0.979	0.773	0.538	0.789555967091734	0.0725531117861875	0.61501154098391
EE	0.678	0.737	0.714	0.455	0.86	0.915	0.94	0.716	0.726085149918572	0.00963193014397839	0.274430478383207
meanDE	0.288	0.442	0.261	0.241	0.201	0.357	0.207	0.241	0.206741078629778	2.15905715311278e-08	0.0276972460598871
EE	0.914	0.717	0.925	0.915	0.449	0.4	0.328	0.845	0.519016614571792	0.00116602670354565	0.350431632211943
EE	0.071	0.071	0.034	0.214	0.088	0.082	0.12	0.564	0.226520452760133	0.0384166307369925	0.813499166869595
EE	0.621	0.707	0.652	0.063	0.614	0.687	0.525	0.12	0.397989081450207	0.0306145216408419	0.27352425411119
EE	0.335	0.345	0.357	0.368	0.133	0.187	0.13	0.234	0.160897480601102	3.66842796649268e-18	0.00912963913767945
varDE	0.679	0.528	0.74	0.792	0.246	0.118	0.315	0.85	0.159434094214985	7.11956893675051e-09	0.209419181433658
EE	0.262	0.248	0.343	0.487	0.054	0.076	0.104	0.221	0.118309436762943	1.93683116809078e-05	0.183804022756406
EE	0.839	0.8	0.881	0.998	0.594	0.612	0.603	0.716	0.989435852675903	0.203679426450684	0.319726190847199
EE	0.174	0.082	0.107	0.026	0.34	0.187	0.213	0.037	0.441176263382044	0.00143549162538389	0.0699839277770316
EE	0.37	0.362	0.503	0.831	0.202	0.187	0.268	0.736	0.458665445490371	0.0122351799798939	0.170122356280564
EE	0.536	0.489	0.403	0.52	0.429	0.354	0.23	0.341	0.256734615543924	2.34599434369008e-08	0.0568415618313134
EE	0.844	0.954	0.964	0.72	0.711	0.822	0.972	0.938	0.979881509898374	0.00213579397222531	0.10174772578164
meanDE	0.883	0.755	0.9	0.728	0.703	0.63	0.775	0.691	0.659739287227468	6.67510955135445e-06	0.723475417797227
EE	0.719	0.738	0.77	0.73	0.992	0.917	0.652	0.743	0.644916141762209	0.253352140768909	0.905246733462348
EE	0.77	0.831	0.992	0.809	0.717	0.926	0.971	0.958	0.811830905620502	0.23088608987196	0.688704781960368
EE	0.719	0.95	0.876	0.908	0.586	0.783	0.844	0.765	0.783465902653617	0.114877776410456	0.46693327719136
meanDE	0.164	0.273	0.277	0.227	0.035	0.126	0.172	0.24	0.299437761852126	4.80332193548079e-07	0.0123478616433651
EE	0.548	0.504	0.475	0.504	0.883	0.715	0.721	0.76	0.639004529624791	0.0161590219739176	0.705053469909538
meanDE	0.424	0.345	0.348	0.289	0.55	0.431	0.381	0.397	0.401105062194528	0.00155729825193167	0.509260761848241
meanDE	0.991	0.927	0.863	0.319	0.858	0.854	0.975	0.758	0.976598508464687	0.944275915664934	0.805546639665857
EE	0.932	0.909	0.442	0.203	0.548	0.473	0.611	0.383	0.620083628635965	0.640027986261259	0.698671139447897
varDE	0.176	0.25	0.236	0.187	0.254	0.293	0.315	0.234	0.0867119132085135	1.24390203268769e-18	0.0582812757453274
varDE	0.024	0.15	0.067	0.403	0.008	0.008	0.015	0.092	0.00182492625653128	6.49201900139304e-89	1.08033312395059e-05
EE	0.244	0.394	0.253	0.397	0.573	0.667	0.495	0.265	0.312538801698406	0.00477615833164713	0.697748182163146
EE	0.475	0.51	0.48	0.524	0.624	0.821	0.674	0.917	0.598607795260609	1.29409876279511e-08	0.491450849212662
EE	0.518	0.587	0.668	0.741	0.324	0.471	0.379	0.86	0.334579643148211	0.00228411605470955	0.431054540281138
varDE	0.443	0.232	0.136	0.066	0.319	0.058	0.011	0.008	0.516875313941958	2.64273533406863e-07	0.00711576798392658
EE	0.243	0.217	0.344	0.69	0.283	0.363	0.331	0.699	0.152656682052281	0.000446034681699485	0.865000037778974
EE	0.565	0.569	0.564	0.56	0.981	0.939	1	0.958	0.868812967411241	8.2167385271325e-06	0.99740049278016
EE	0.951	0.975	0.964	0.956	0.815	0.886	0.873	0.837	0.554199650509616	5.76526070135563e-05	0.851235023606935
meanDE	0.369	0.435	0.468	0.377	0.436	0.466	0.291	0.295	0.443901345942115	0.0140448162123528	0.0838435166951728
EE	0.589	0.74	0.301	0.73	0.315	0.368	0.311	0.984	0.239488145831024	0.000519993476843346	0.0278058173272473
EE	0.95	0.788	0.827	0.18	0.788	0.618	0.808	0.142	0.947246125489972	0.10210600247862	0.384339110055641
EE	0.519	0.539	0.413	0.114	0.327	0.405	0.271	0.122	0.158754264493268	0.00442714187468532	0.611077676543769
meanDE	0.824	0.936	0.895	0.67	0.963	0.725	1	0.561	0.924913770196544	0.00353651243555224	0.0109231687821895
EE	0.482	0.474	0.67	0.49	0.822	0.803	0.718	0.968	0.924053168984183	0.00325218688548954	0.894019147448479
EE	0.774	0.806	0.958	0.835	0.808	0.821	0.828	0.491	0.91186722216875	0.00759283935475613	0.00485420440710399
EE	0.934	0.863	0.791	0.489	0.679	0.783	0.47	0.301	0.550902831022526	0.0873240460700772	0.075210811901599
EE	0.842	0.72	0.756	0.443	0.718	0.642	0.854	0.718	0.827808885743331	0.000588671295753666	0.118172911145416
varDE	0.422	0.584	0.278	0.38	0.414	0.573	0.273	0.271	0.104653603235427	9.0618278754509e-18	0.000531935277405079
EE	0.37	0.475	0.402	0.299	0.127	0.151	0.13	0.234	0.105755206599888	5.16691626363812e-31	0.20976688102259
EE	0.629	0.634	0.583	0.607	0.472	0.531	0.449	0.507	0.528852438086141	1.0045304110195e-16	0.561822621093172
EE	0.84	0.638	0.783	0.346	0.418	0.356	0.457	0.178	0.897642997183114	0.443501773692796	0.706042723747463
meanDE	0.875	0.824	0.86	0.707	0.96	0.936	0.895	0.543	0.757098616544856	0.62748566591957	0.861148935485836
EE	0.099	0.102	0.729	0.639	0.252	0.305	0.868	0.946	0.616036045407024	0.18657089541121	0.38053749259712
EE	0.826	0.678	0.944	0.897	0.659	0.531	0.778	0.562	0.654533747883825	0.265647152907361	0.764470411223986
EE	0.715	0.426	0.287	0.421	0.535	0.317	0.233	0.893	0.368404933865834	0.0126832631892336	0.0597069018728535
EE	0.191	0.258	0.177	0.114	0.084	0.072	0.097	0.057	0.0788791735865155	1.96460641807279e-32	2.98056653257747e-05
EE	0.554	0.572	0.669	0.621	0.591	0.708	0.722	0.703	0.498026901311734	0.0564456797807505	0.603898429759994
EE	0.43	0.383	0.412	0.461	0.373	0.357	0.395	0.487	0.376820818353285	3.89636768147044e-08	0.00608572658122884
meanDE	0.297	0.316	0.346	0.053	0.049	0.11	0.049	0.135	0.0666731512781986	0.000218874832571608	0.00980896891274858
EE	0.27	0.331	0.352	0.865	0.175	0.201	0.189	0.6	0.193636253802563	5.48936320026503e-14	0.0115886411863647
EE	0.463	0.525	0.498	0.593	0.761	0.878	0.738	0.527	0.339446234566022	0.0553301890748738	0.743443987682875
varDE	0.634	0.916	0.504	0.993	0.682	0.954	0.568	0.993	0.398698959910585	3.30126150983216e-07	0.00230120890473957
varDE	0.237	0.245	0.423	0.584	0.165	0.147	0.248	0.344	0.928365143002467	0.022021842895774	0.16966953404327
EE	0.715	0.799	0.944	0.106	0.798	0.61	0.814	0.202	0.667749882438462	0.196784637286825	0.647506725692667
EE	0.544	0.387	0.459	0.148	0.488	0.385	0.338	0.115	0.0550620943568187	6.33661567123249e-20	0.102289211988025
EE	0.705	0.551	0.704	0.792	0.287	0.261	0.282	0.443	0.478040629848655	1.84051644103597e-18	0.316142177853774
varDE	0.698	0.55	0.732	0.443	0.623	0.367	0.647	0.249	0.569516607807578	7.23796890674362e-09	9.29657682714609e-05
meanDE	0.06	0.038	0.442	0.88	0.052	0.042	0.386	0.884	0.348433049044803	0.0134541070199533	0.178182606670674
EE	0.546	0.705	0.425	0.246	0.832	0.926	0.626	0.306	0.805393327123514	0.0690795543526808	0.431570380819076
EE	0.115	0.176	0.361	0.9	0.278	0.3	0.595	0.938	0.444060761777874	1.06963683980004e-07	0.0612020900809039
EE	0.035	0.018	0.038	0.013	0.133	0.016	0.134	0.038	0.214491408021564	0.000236870917530471	0.345037614006468
EE	0.297	0.307	0.24	0.225	0.575	0.621	0.546	0.521	0.652532859421835	0.416199136578472	0.727641530207014
EE	0.756	0.486	0.835	0.762	0.246	0.191	0.278	0.629	0.167200328902362	1.29143649629134e-08	0.0223901313097824
EE	0.697	0.734	0.735	0.579	0.638	0.682	0.557	0.586	0.48211948792521	4.32871667972918e-06	0.665964655003327
meanDE	0.757	0.736	0.597	0.312	0.728	0.658	0.403	0.528	0.423666098715429	0.000324063156988474	0.0841011579515123
EE	0.165	0.123	0.201	0.18	0.289	0.257	0.315	0.42	0.282353633526581	4.06823642807353e-08	0.0397308032101857
EE	0.045	0.076	0.081	0.056	0.122	0.125	0.172	0.158	0.10372466897068	0.0136199793157406	0.647603194395789
EE	0.93	0.9	0.993	0.989	0.693	0.605	0.763	0.612	0.327919780543669	2.86007949059453e-12	0.48720196843456
EE	0.809	0.938	0.864	0.613	0.569	0.723	0.923	0.688	0.767335272816295	0.18546464639028	0.320358168979863
EE	0.159	0.164	0.151	0.484	0.218	0.382	0.26	0.77	0.40312612099191	7.24456415364076e-05	0.109538568818338
varDE	0.99	0.894	1	0.676	0.931	0.91	0.974	0.804	0.817320129892178	0.87037698111856	0.98402549442041
EE	0.558	0.762	0.505	0.328	0.727	0.905	0.731	0.542	0.249586738356939	5.36862551131174e-10	0.755152995156753
varDE	NA	NA	0.302	0.383	NA	NA	0.18	0.336	0.36378357121815	1.61103554296793e-05	0.00160050788547425
meanDE	0.042	0.076	0.012	0.023	0.034	0.081	0.011	0.008	0.0452630611838014	1.29279577454626e-29	0.0011587833773063
EE	0.344	0.268	0.248	0.224	0.717	0.835	0.647	0.658	0.834141944035574	0.0292901768318538	0.181823936258415
EE	0.876	1	0.855	0.655	0.896	0.946	0.885	0.607	0.811044415328676	0.256442289210399	0.732042766794977
EE	0.823	0.93	0.937	0.975	0.854	0.987	0.968	0.884	0.933293133314761	0.195530430271809	0.895890549720221
EE	0.464	0.51	0.438	0.788	0.42	0.485	0.217	0.851	0.156474302129312	0.084906432765887	0.0849041316044064
varDE	0.187	0.34	0.355	0.734	0.149	0.259	0.293	0.543	0.0864604257025875	6.41571552930454e-17	3.1443015883388e-05
EE	0.776	0.697	0.745	0.831	0.897	0.997	0.742	1	0.594707370663857	0.147721860956689	0.496413649872075
EE	0.796	0.813	0.489	0.862	0.996	0.96	0.642	0.869	0.675174428606133	0.00742400455873334	0.0470154567396496
EE	0.204	0.252	0.374	0.207	0.252	0.219	0.481	0.464	0.483825171267709	5.5047735148282e-05	0.00497971479403798
EE	0.226	0.263	0.249	0.253	0.355	0.403	0.394	0.201	0.133217095230579	1.69194229470275e-13	0.438900738770095
EE	0.675	0.743	0.646	0.788	0.518	0.603	0.663	0.76	0.548171338953677	0.00309639203225349	0.0484909885617553
EE	0.829	0.736	0.722	0.704	0.482	0.407	0.465	0.51	0.381917220573556	0.00309932928000177	0.368176199684052
EE	0.878	0.922	0.845	0.705	0.973	0.974	0.93	0.433	0.879156598950011	0.0344505662620956	0.807482543439741
EE	0.46	0.372	0.545	0.587	0.278	0.147	0.282	0.489	0.154599182480144	0.00742342412302664	0.404689553886057
EE	0.518	0.48	0.547	0.284	0.889	0.775	0.74	0.517	0.828036665316008	0.00682866824701265	0.210350645907751
EE	0.369	0.388	0.428	0.773	0.261	0.339	0.29	0.728	0.388214606428555	7.43689734471911e-05	0.00778277178660956
EE	0.62	0.713	0.751	0.823	0.5	0.605	0.569	0.685	0.454022763326573	0.0325123546625068	0.735968495513419
EE	0.884	0.925	0.976	0.646	0.749	0.617	0.793	0.748	0.881792043542142	0.0526947653255726	0.634792840073168
EE	0.148	0.209	0.203	0.229	0.186	0.191	0.126	0.187	0.0659034557659513	1.87959190542558e-39	0.0691982575606713
EE	0.04	0.019	0.028	0.02	0.079	0.065	0.079	0.08	0.0433023049023604	1.71906060500827e-49	0.01290306417658
EE	0.247	0.375	0.294	0.31	0.17	0.26	0.218	0.137	0.227204467539756	5.01805197492332e-05	0.0522882927021826
EE	0.768	0.521	0.612	0.499	0.746	0.591	0.554	0.692	0.531419921407923	0.585523165210805	0.687491117536674
EE	0.642	0.674	0.355	0.588	0.234	0.274	0.277	0.655	0.293094664576862	0.000132467868516325	0.104791977589595
varDE	0.254	0.302	0.224	0.677	0.385	0.344	0.322	1	0.339715733959758	5.93367889565266e-18	0.186874836312557
EE	0.518	0.532	0.607	0.692	0.281	0.32	0.336	0.59	0.208515873909688	4.50797617936251e-06	0.188003691215951
EE	0.751	0.827	0.746	0.983	0.807	0.682	0.694	0.971	0.810434868798111	0.0320960253716732	0.0547822945144278
meanDE	0.413	0.419	0.406	0.238	0.225	0.235	0.186	0.117	0.348619267162542	0.000909052442664484	0.345985831809323
meanDE	0.222	0.24	0.433	0.866	0.18	0.156	0.392	0.765	0.117110940234906	0.00999999632081968	0.303979104130965
varDE	0.099	0.051	0.026	0.147	0.058	0.008	0.011	0.054	0.139276007506329	4.50304642263919e-09	1.30350470738692e-06
EE	0.31	0.181	0.312	0.148	0.533	0.41	0.609	0.315	0.387009111657174	1.17665475188824e-08	0.0481721944021354
EE	0.903	0.945	0.94	0.645	0.415	0.458	0.468	0.942	0.381897689549782	0.146322560217753	0.804822583425264
EE	0.616	0.476	0.688	0.805	0.68	0.638	0.766	0.816	0.716267079741197	0.00295360848515162	0.324423940852538
EE	0.271	0.151	0.251	0.532	0.504	0.356	0.508	0.247	0.315969882423959	0.00125095693038204	0.784287245296602
EE	0.537	0.589	0.944	0.897	0.792	0.936	0.951	0.789	0.78503676320659	0.0887618686952997	0.172876861402627
EE	0.27	0.201	0.245	0.571	0.479	0.333	0.385	0.808	0.42587841306254	0.00507062475311397	0.901049426189605
EE	0.751	0.523	0.908	0.867	0.483	0.346	0.818	0.937	0.988293010791815	0.0013532134802609	0.0697273774442534
EE	0.762	0.719	0.639	0.181	0.257	0.227	0.337	0.208	0.857752826452769	0.495412744422466	0.941198897955755
EE	0.462	0.707	0.517	0.619	0.86	0.812	0.804	0.969	0.886960088154084	0.0111043839612712	0.167831634039139
meanDE	0.597	0.446	0.615	0.897	0.981	0.883	0.791	0.723	0.983415019707887	0.809530689606499	0.485024340251487
EE	0.924	0.92	0.844	0.711	0.788	0.896	0.802	0.828	0.738100275469889	0.161107732759821	0.709777028007611
EE	0.715	0.399	0.706	0.103	0.889	0.727	0.916	0.008	0.701975143204382	0.0309221889164547	0.91866571123415
EE	0.342	0.421	0.341	0.375	0.451	0.567	0.362	0.48	0.344836027494561	0.400414310573418	0.821188507503952
varDE	0.204	0.049	0.022	0.117	0.239	0.059	0.021	0.017	0.854605402412434	8.53793283563585e-08	0.000551170357374948
EE	0.178	0.178	0.141	0.363	0.138	0.13	0.135	0.241	0.110025322273812	6.77864353736751e-07	0.206689992921121
EE	0.728	0.59	0.854	0.179	0.781	0.744	0.891	0.216	0.820293165464998	0.0568167110021478	0.271460810206312
varDE	0.752	0.724	0.798	0.953	0.846	0.806	0.803	0.992	0.901138594412419	6.6540232410912e-06	0.189566013149323
EE	0.236	0.451	0.389	0.486	0.172	0.435	0.301	0.585	0.434303656881341	0.0495923520374039	0.596177195797223
EE	0.606	0.578	0.495	0.451	0.66	0.538	0.486	0.127	0.533828287436228	3.26258643649622e-07	0.30674439274915
meanDE	0.461	0.346	0.371	0.411	0.16	0.168	0.124	0.1	0.24393525231151	4.06784679027103e-11	0.00925752596874518
EE	0.176	0.138	0.063	0.523	0.251	0.177	0.173	0.61	0.144186797516082	6.06676184608434e-19	0.0697591815754909
meanDE	0.666	0.77	0.48	0.585	0.471	0.513	0.347	0.198	0.0571765134114393	2.10426812702635e-13	0.0659768818777451
EE	0.048	0.038	0.055	0.441	0.09	0.089	0.089	0.246	0.113500424023132	1.59809530591334e-06	0.00484692600327432
EE	0.997	0.967	0.819	0.848	0.84	0.754	0.798	0.967	0.952389748041919	0.124257617735546	0.0756174821670189
EE	0.024	0.014	0.06	0.073	0.083	0.066	0.115	0.127	0.0483552182998733	1.1151689858155e-06	0.0407016054064578
EE	0.93	0.852	0.841	0.584	0.966	0.943	0.905	0.84	0.753670225818276	5.97378776464046e-11	0.95046952761619
EE	0.375	0.365	0.332	0.294	0.684	0.766	0.534	0.656	0.259661724678351	0.00426424223995687	0.515809337453248
EE	0.662	0.815	0.603	0.58	0.567	0.919	0.552	0.646	0.54050111602754	0.568954213844571	0.832471641128917
EE	0.111	0.173	0.307	0.35	0.235	0.311	0.428	0.553	0.484271899902236	7.70318210320965e-08	0.275075886116776
meanDE	0.03	0.036	0.058	0.517	0.101	0.08	0.133	0.69	0.27208063254768	1.4754927406951e-05	0.308742876893383
EE	0.494	0.524	0.411	0.609	0.514	0.549	0.508	0.414	0.48592505671995	0.0127368036667073	0.615400420956647
EE	0.996	0.881	0.589	0.497	0.595	0.501	0.412	0.289	0.94892972736073	0.0686543844017586	0.122090028675707
meanDE	0.385	0.325	0.438	0.322	0.452	0.453	0.466	0.448	0.518779203123461	4.65068378659676e-11	0.266689874344716
EE	0.446	0.534	0.367	0.53	0.635	0.724	0.508	0.619	0.610667758966372	0.0340836182815272	0.367399733408513
EE	0.318	0.354	0.247	0.264	0.321	0.399	0.262	0.27	0.339476119384256	1.84497197380613e-14	0.0756714367598471
EE	0.989	0.934	0.887	0.881	0.993	0.996	0.949	0.924	0.824819516582623	0.0276504010826947	0.906105960065071
EE	0.634	0.667	0.731	0.384	0.448	0.52	0.612	0.311	0.849837733245374	0.144571684760944	0.831319216790888
EE	0.089	0.132	0.092	0.204	0.44	0.473	0.442	0.702	0.55800070551301	4.50666181230438e-05	0.361773484519187
EE	0.527	0.353	0.858	0.437	0.933	0.847	0.87	0.274	0.724774978768415	0.00955664470143421	0.214198486941422
varDE	0.687	0.703	0.646	0.611	0.87	0.69	0.885	0.61	0.635217133644427	2.30866528813498e-11	0.0684704559409746
EE	0.857	0.812	0.852	0.73	0.85	0.856	0.79	0.309	0.631488257889946	0.779515883755488	0.898232065820031
EE	0.688	0.781	0.858	0.513	0.708	0.797	0.824	0.464	0.619475255948499	0.918865366139254	0.948766335182733
EE	0.721	0.969	0.756	0.79	0.348	0.603	0.398	0.963	0.164088894649565	2.29223994242309e-15	0.379596571820922
meanDE	0.43	0.489	0.239	0.453	0.248	0.386	0.211	0.399	0.964179821712218	0.708501865997729	0.807164652604312
EE	0.622	0.532	0.828	0.842	0.431	0.369	0.844	0.938	0.942305820144479	0.396525779153043	0.717355628526349
meanDE	0.507	0.585	0.409	0.56	0.153	0.259	0.119	0.221	0.134158442355543	2.72583395692126e-05	0.590772332532867
EE	0.758	0.766	0.907	0.537	0.651	0.658	0.761	0.56	0.942269986366452	0.169359788674359	0.269173684426155
EE	0.778	0.709	0.702	0.209	0.361	0.481	0.223	0.119	0.895177253409454	0.00582523955486877	0.0258135181996564
EE	0.962	0.744	0.972	0.645	0.703	0.947	0.87	0.858	0.756291896197381	0.0292861507102086	0.0831256363116275
varDE	0.898	0.779	0.94	0.75	0.875	0.695	0.855	0.672	0.521725947800596	9.05560129189706e-14	0.732927882726344
meanDE	0.522	0.489	0.664	0.583	0.685	0.731	0.703	0.636	0.511427971679891	0.0753786262080457	0.484940662806715
EE	0.723	0.775	0.742	0.755	0.862	0.877	0.939	0.821	0.732338006521352	0.968614275192808	0.794117976719162
EE	0.84	0.643	0.769	0.989	0.592	0.411	0.587	0.996	0.822511238454282	0.0163021683929814	0.0922179617131054
EE	0.413	0.526	0.675	0.751	0.324	0.426	0.386	0.548	0.406882841700227	0.0565687362496352	0.917625584119279
EE	0.464	0.512	0.555	0.628	0.395	0.536	0.649	0.597	0.399908033715152	1.62546580131017e-06	0.00538537021444971
EE	0.161	0.213	0.159	0.481	0.194	0.229	0.196	0.43	0.213529595984888	2.58529359863634e-08	0.142654289827329
EE	0.784	0.736	0.903	0.911	0.368	0.344	0.462	0.705	0.410236035763208	0.236671309702569	0.629651660316638
EE	0.036	0.069	0.056	0.091	0.024	0.024	0.04	0.028	0.00625892165100176	2.67637622458164e-51	0.000299220163104483
EE	0.296	0.43	0.501	0.572	0.388	0.556	0.386	0.224	0.903248519694551	0.484650490237845	0.593158047235406
varDE	0.356	0.303	0.316	0.209	0.391	0.311	0.698	0.374	0.354590727965962	0.196890818851001	0.2781762365875
EE	NA	NA	0.933	0.913	NA	NA	0.811	0.602	0.485394617327277	0.323159798806551	0.858326749515801
meanDE	0.374	0.146	0.359	0.363	0.24	0.08	0.14	0.431	0.0402094213704805	2.080333379452e-10	0.0689234144863807
EE	0.583	0.562	0.443	0.734	0.985	0.943	0.769	0.994	0.890889280026631	0.877896831874195	0.987379438245575
EE	0.144	0.162	0.157	0.135	0.145	0.092	0.09	0.076	0.0147223109855584	3.45742068016586e-90	0.0184173099006922
EE	0.457	0.538	0.64	0.599	0.372	0.507	0.411	0.547	0.312806636537161	5.30515280350645e-08	0.027813794854795
EE	0.436	0.298	0.55	0.405	0.245	0.173	0.275	0.216	0.682313253167803	0.066944305829919	0.136442741722603
EE	0.925	0.816	0.952	0.866	0.705	0.662	0.911	0.728	0.745491948532176	0.0141865867205647	0.0959848379738219
EE	0.509	0.605	0.543	0.684	0.575	0.593	0.635	0.738	0.773430613799305	0.015203380579437	0.808918142497199
EE	0.969	0.876	0.924	0.93	0.815	0.89	0.747	0.988	0.634105532954898	0.275420015380648	0.414652458559185
EE	0.546	0.555	0.661	0.9	0.544	0.563	0.709	0.893	0.691279698445041	0.208720430379679	0.384422745638795
EE	0.143	0.197	0.146	0.269	0.08	0.129	0.096	0.151	0.0579904433050714	2.00279814837033e-16	0.105295839436733
EE	0.954	0.914	0.918	0.938	0.827	0.729	0.762	0.832	0.608352316879791	0.735686516976436	0.809037225459651
EE	0.677	0.666	0.706	0.157	0.725	0.618	0.695	0.21	0.489523314380436	0.0131819937759731	0.482195350405281
EE	0.065	0.025	0.084	0.546	0.092	0.062	0.101	0.738	0.00546200214377931	6.8195155891726e-13	0.499172074082791
EE	0.783	0.507	0.678	0.523	0.757	0.641	0.718	0.431	0.880414078760937	0.165246209621579	0.508561060011097
varDE	0.166	0.11	0.161	0.641	0.276	0.256	0.274	0.517	0.408758614762636	4.39519536752046e-08	0.345307635187951
EE	0.547	0.621	0.382	0.542	0.496	0.703	0.275	0.612	0.0991580997566436	0.000377175051384456	0.831898194340859
meanDE	0.762	0.825	0.649	0.272	0.766	0.88	0.778	0.219	0.76556777241799	0.055495446113481	0.212613004703872
EE	0.047	0.092	0.281	0.648	0.056	0.053	0.273	0.652	0.192160893027162	2.02267809225164e-05	0.00352704144418162
EE	0.22	0.385	0.427	0.928	0.437	0.699	0.692	0.932	0.781706017657911	1.70388660002219e-20	0.31511967385903
EE	0.689	0.705	0.466	0.299	0.627	0.733	0.558	0.266	0.428640099807365	0.00203884311412776	0.12745289050401
EE	0.183	0.15	0.191	0.387	0.017	0.012	0.017	0.484	0.125659525302587	2.386268652157e-05	0.00158075593556662
EE	0.416	0.488	0.44	0.216	0.148	0.206	0.107	0.067	0.374593426703085	0.00556327304056306	0.0559831926752324
EE	0.188	0.116	0.22	0.267	0.184	0.13	0.237	0.222	0.06681844330865	0.0186850493596261	0.342296700795519
