geneType	KR_zinb_Was	KR_zinb_JSD	KR_kde_Was	KR_kde_JSD	PS_zinb_Was	PS_zinb_JSD	PS_kde_Was	PS_kde_JSD	deseq2_pval	mast_pval_glm	mast_pval_glmer	ranksum_pval
EE	0.393	0.476	0.351	0.465	0.393	0.465	0.335	0.504	0.456800370046168	0.0071623160518971	0.547020458449283	0.00325245907555375
EE	0.469	0.602	0.558	0.305	0.473	0.601	0.578	0.294	0.813257742979725	0.349173381657262	0.822692899884159	0.596121521169718
EE	0.16	0.138	0.174	0.584	0.159	0.162	0.166	0.561	0.167999371014934	0.000413467686578734	0.113208925782235	5.11404551471284e-05
EE	0.86	0.623	0.89	0.931	0.859	0.65	0.903	0.936	0.9165450192146	0.807251828463267	0.640628844871443	0.83780302087699
EE	0.187	0.214	0.285	0.878	0.193	0.191	0.299	0.879	0.603734759737238	0.315865358773006	0.230483050850463	0.527125816488751
varDE	0.54	0.258	0.403	0.468	0.565	0.275	0.426	0.43	0.257327791723564	1.36758683206107e-07	0.0972104697755066	0.802779716515344
EE	0.654	0.664	0.757	0.408	0.656	0.665	0.767	0.421	0.472952670323413	0.466627294365542	0.630345992903841	0.267744298940576
varDE	0.197	0.193	0.397	0.498	0.208	0.211	0.409	0.476	0.968218644556405	0.00745497393800616	0.123395944971623	0.116506038254656
EE	0.975	0.932	0.944	0.949	0.962	0.935	0.942	0.954	0.974743194115434	0.882378997244258	0.927645454506756	0.730738955706739
varDE	0.353	0.149	0.714	0.178	0.326	0.136	0.673	0.166	0.420391247858181	0.000715789938733185	0.0851362586375687	0.461756239859087
varDE	0.683	0.667	0.811	0.106	0.661	0.689	0.817	0.116	0.543168813973075	0.0174395341138714	0.107876700389238	0.560811690214241
varDE	0.458	0.553	0.023	0.051	0.372	0.411	0.014	0.06	0.0421864422866779	3.97833562086147e-06	0.358757075151964	4.64745656963727e-06
EE	0.397	0.471	0.317	0.231	0.396	0.492	0.314	0.222	0.583455404182248	0.275331878705298	0.384302859634479	0.210949630330329
EE	0.078	0.075	0.149	0.375	0.113	0.117	0.161	0.396	0.33052417113051	0.235089438681262	0.673438174816656	0.128634228143771
EE	0.505	0.282	0.43	0.191	0.496	0.245	0.429	0.168	0.622335473788969	0.644752985577478	0.800482611702373	0.746297541894177
EE	0.847	0.94	0.325	0.484	0.81	0.923	0.231	0.425	0.165005978775591	0.00144862436033936	0.215175537990486	0.00078514209256882
EE	0.638	0.421	0.566	0.86	0.657	0.421	0.543	0.864	0.29647002951363	0.101502457549097	0.807688449230831	0.0372982412962308
EE	0.915	0.895	0.798	0.855	0.892	0.899	0.793	0.88	0.673988917516473	0.497670041378688	0.681901553885047	0.0943482749888519
EE	0.644	0.637	0.969	0.912	0.667	0.665	0.973	0.912	0.661276890315057	0.808427966924991	0.843702928107812	0.987814815979154
EE	0.63	0.385	0.521	0.556	0.614	0.433	0.556	0.563	0.469546099232794	1.76197925608177e-07	0.658550916026627	1.42159878459184e-07
EE	0.502	0.413	0.893	0.987	0.492	0.388	0.879	0.983	0.739855509558147	0.74473438279007	0.839849345948048	0.789495856143991
meanDE	0.123	0.083	0.076	0.147	0.101	0.091	0.082	0.15	0.0314186492063435	2.07108405282755e-10	0.0855337034609218	2.53171804157974e-11
EE	0.693	0.739	0.528	0.924	0.693	0.76	0.571	0.889	0.704876655575458	0.44663711937405	0.753262948102161	0.38541426877474
EE	0.016	0.01	0.022	0.018	0.02	0.015	0.018	0.014	0.132810229346516	0.00331651620908409	0.505897598606746	0.00131080124269852
EE	0.827	0.751	0.746	0.933	0.85	0.753	0.754	0.936	0.812046669384185	0.17899378383168	0.317082926594135	0.349425181727475
EE	0.904	0.786	0.992	0.931	0.907	0.774	0.992	0.928	0.943440925056972	0.664120014120901	0.851532118428324	0.365992992200834
meanDE	0.573	0.628	0.395	0.46	0.53	0.62	0.408	0.45	0.695521016658901	0.440978359073762	0.894244169598242	0.302419373777574
EE	0.085	0.153	0.074	0.475	0.073	0.158	0.067	0.394	0.050178632148295	2.60485811506826e-07	0.0746185000989374	4.10145535196223e-07
EE	0.869	0.778	0.796	0.411	0.876	0.788	0.819	0.395	0.604900055528624	0.447650461827109	0.878273927457595	0.138355684266869
EE	0.959	0.655	0.865	0.946	0.97	0.68	0.882	0.958	0.968191527381976	0.959837418148089	0.987570706548482	0.733444293524667
meanDE	0.184	0.236	0.199	0.362	0.175	0.208	0.194	0.369	0.408678401468727	0.00397606676270899	0.445453059037368	0.003077311927111
EE	0.191	0.4	0.331	0.614	0.174	0.409	0.332	0.607	0.268937004547925	0.0275266184131481	0.236533100323763	0.0436391009568056
EE	0.862	0.916	0.977	0.914	0.865	0.911	0.98	0.89	0.715454929678146	0.731021628719383	0.757818821124119	0.9579990075326
EE	0.918	0.967	0.623	0.741	0.925	0.963	0.646	0.759	0.280690227146116	5.94208742939799e-05	0.342434550953324	2.75809964808519e-05
varDE	0.257	0.208	0.454	0.322	0.257	0.205	0.444	0.343	0.134202945577006	0.000309448738133928	0.143132721939161	0.333397480737054
EE	0.537	0.69	0.668	0.692	0.531	0.701	0.657	0.715	0.465357950553749	0.0121622263836757	0.802696699898637	0.00423254486693352
EE	0.026	0.044	0.023	0.828	0.026	0.046	0.006	0.799	0.0141496890846549	0.00618845466053551	0.161620952077081	0.00689388374858511
EE	0.059	0.04	0.051	0.413	0.061	0.029	0.039	0.36	0.014751052700986	0.00687455017819321	0.0193954016163423	0.0103310158743416
varDE	0.528	0.19	0.411	0.348	0.516	0.165	0.391	0.354	0.798710180224896	1.30993527302127e-08	0.000132000590081093	0.00504116486288618
meanDE	0.957	0.721	0.955	0.807	0.957	0.724	0.934	0.745	0.789150588196699	0.785929476428621	0.899170501603616	0.49193193190306
EE	0.15	0.109	0.201	0.479	0.138	0.105	0.196	0.485	0.242006868298561	0.27684644996142	0.475293906166552	0.226710986611355
EE	0.994	0.973	0.598	0.869	0.993	0.976	0.621	0.871	0.509554758803636	0.262169090603683	0.438455578989398	0.236716405073418
varDE	0.44	0.568	0.57	0.747	0.449	0.6	0.6	0.734	0.881176153921983	0.01559215963689	0.0467011801504073	0.176977566287967
meanDE	0.888	0.99	0.993	0.68	0.927	0.989	0.995	0.655	0.888761507285669	0.727041525860748	0.84092254223608	0.777470982080286
varDE	0.035	0.007	0.029	0.465	0.021	0.008	0.015	0.433	0.425932981249776	1.07056837630583e-10	0.00218804775531394	1.60761694134576e-06
meanDE	0.145	0.319	0.315	0.202	0.157	0.346	0.324	0.168	0.206930387414121	0.0385260467004703	0.296882999854843	0.0243670452236762
EE	0.913	0.857	0.634	0.739	0.909	0.867	0.6	0.721	0.919182996395617	0.920812680247573	0.790763745986104	0.86929858329114
varDE	0.084	0.005	0.039	0.113	0.091	0.003	0.043	0.098	0.914931910461929	2.4164997917099e-08	2.13795623427387e-05	0.0225431908020058
EE	0.996	0.955	0.904	0.825	0.997	0.959	0.914	0.818	0.823658384282364	0.20664433155963	0.977046540765224	0.742307602628969
EE	0.086	0.089	0.172	0.119	0.089	0.097	0.181	0.126	0.210296169714717	1.57970509812979e-08	0.28104079458538	2.75010231625666e-10
EE	0.504	0.341	0.57	0.791	0.511	0.391	0.59	0.833	0.924249971653916	0.921562780879287	0.816001284278014	0.931687024439446
EE	0.737	0.472	0.347	0.267	0.751	0.515	0.328	0.254	0.829507835436531	0.0867884525813876	0.251862884719097	0.47659019559831
EE	0.603	0.459	0.602	0.277	0.611	0.467	0.573	0.302	0.587181231624787	0.0727417322988618	0.825009492061338	0.215321165709876
EE	0.049	0.047	0.235	0.408	0.056	0.055	0.215	0.381	0.190882774102943	0.0412779356152033	0.19780999366979	0.0144978282544709
EE	0.011	0.011	0.003	0.055	0.014	0.018	0.003	0.044	0.0310177039627187	0.000344640203516032	0.448671866935128	7.67409249623382e-05
varDE	0.374	0.277	0.377	0.373	0.405	0.291	0.389	0.42	0.661135571720892	3.14457794262594e-05	0.000494708626545317	0.179726228369227
EE	0.655	0.522	0.801	0.623	0.568	0.472	0.74	0.577	0.778751842634858	0.799241549404319	0.872632014500686	0.599558391956948
EE	0.179	0.124	0.229	0.461	0.135	0.092	0.207	0.426	0.305245379093763	0.098666391014484	0.720013202323108	0.0858720493800771
EE	0.383	0.49	0.455	0.649	0.361	0.477	0.415	0.602	0.354830576165904	0.0021550522746357	0.676647225867881	0.00548600538998302
varDE	0.589	0.175	0.48	0.907	0.568	0.167	0.469	0.893	0.649484290940695	1.05019182519323e-05	0.00486367909116455	0.00310973310926874
EE	0.037	0.079	0.018	0.039	0.049	0.086	0.031	0.041	0.00777537798165695	1.55863652769503e-08	0.0074247858659653	6.79802986686969e-08
varDE	0.094	0.034	0.024	0.061	0.119	0.047	0.046	0.063	0.596747703857061	1.72085269914028e-08	0.000113512532992619	0.0429727629034086
meanDE	0.594	0.49	0.649	0.484	0.63	0.557	0.657	0.513	0.614674257029968	0.335283925321538	0.833744128735483	0.175628533755309
EE	0.037	0.033	0.039	0.732	0.035	0.032	0.045	0.786	0.00486678856969388	9.8995012886342e-12	0.0456019862594299	4.67213281079342e-11
EE	0.126	0.089	0.06	0.106	0.133	0.099	0.07	0.117	0.104138848454554	0.00717089448675097	0.0349066232941544	0.00896733640701936
EE	0.757	0.887	0.991	0.773	0.743	0.886	1	0.776	0.427126882045514	1.71313130504637e-05	0.780222958395202	0.0786249551075271
meanDE	0.404	0.314	0.177	0.014	0.39	0.279	0.168	0.022	0.106859159952422	7.46560344175389e-05	0.089808957486229	2.39325254102915e-05
EE	0.428	0.467	0.384	0.557	0.364	0.391	0.316	0.514	0.310031574585674	0.0709258057155012	0.267709528904725	0.0492211827657433
EE	0.545	0.605	0.536	0.848	0.607	0.613	0.564	0.844	0.267730446569726	2.93893633722932e-10	0.38941746471974	1.27069733235505e-07
EE	0.876	0.894	0.496	0.303	0.868	0.875	0.426	0.278	0.347703269270055	0.000238640753458714	0.313553826219543	0.000301735462093853
EE	0.727	0.588	0.838	0.912	0.744	0.593	0.829	0.914	0.994752979459023	0.725747146078245	0.862275881150445	0.984600892263853
EE	0.865	0.864	0.341	0.473	0.845	0.841	0.292	0.466	0.120862204380803	0.00113056321364619	0.232262976174442	0.000525546873135958
EE	0.813	0.727	0.69	0.706	0.803	0.721	0.684	0.753	0.908354904789399	0.762387123514698	0.962214356018971	0.765580445614082
meanDE	0.261	0.513	0.252	0.185	0.3	0.552	0.253	0.195	0.0813708742149919	0.000856287498369828	0.354684749951345	0.000873161354167671
EE	0.83	0.941	0.887	0.547	0.858	0.947	0.875	0.52	0.979961106764288	0.555866119525237	0.708778295625248	0.615947194944178
EE	0.035	0.032	0.011	0.12	0.018	0.027	0.016	0.101	0.011255543861451	0.000269505920498826	0.00856441559014423	0.00524557429507862
EE	0.591	0.575	0.28	0.49	0.529	0.561	0.238	0.443	0.252793041190612	0.072179159412566	0.347945706176817	0.0162946127572258
meanDE	0.478	0.575	0.645	0.579	0.453	0.583	0.635	0.566	0.354050579124525	3.2423145942601e-06	0.716229954493806	0.00259294302088896
EE	0.701	0.977	0.603	0.696	0.714	0.971	0.64	0.709	0.460450493643663	0.399870317014004	0.615846966042425	0.235841077655962
varDE	0.091	0.058	0.001	0.02	0.068	0.054	0.002	0.02	0.00947070067004786	1.65242350555481e-16	0.00546852845689024	3.40568983028916e-10
EE	0.657	0.847	0.891	0.97	0.666	0.832	0.881	0.967	0.683061215498693	0.873885265918603	0.944842071572826	0.924001862772237
EE	0.94	0.874	0.688	0.701	0.938	0.869	0.7	0.724	0.303014819536835	0.0824901164786754	0.191287801595094	0.29891783599234
EE	0.899	0.995	0.228	0.738	0.913	0.996	0.242	0.754	0.747642106977916	0.936064713137483	0.804340467598443	0.92435296348938
EE	0.735	0.538	0.86	0.371	0.743	0.558	0.876	0.414	0.626070141746293	0.573113854423007	0.881037028284729	0.34023245326341
varDE	0.179	0.034	0.205	0.009	0.226	0.041	0.258	0.009	0.822824240810855	3.70574883700488e-08	0.0107392134888505	0.0644429843971272
EE	0.761	0.943	0.792	0.337	0.737	0.925	0.779	0.317	0.664212263047574	4.90024591881349e-05	0.534288921818621	0.13469267380715
varDE	0.147	0.115	0.408	0.683	0.166	0.136	0.43	0.687	0.336784642560571	3.0742622954676e-08	0.000756775245584454	0.669898049244975
EE	0.463	0.462	0.047	0.649	0.464	0.474	0.059	0.631	0.0283114049458477	0.0064900167337642	0.830772107114598	0.00229807238976658
EE	0.569	0.701	0.542	0.835	0.568	0.675	0.51	0.829	0.186566525883673	0.00016317651719553	0.265644300928364	0.000405355482122341
EE	0.625	0.678	0.26	0.446	0.587	0.679	0.271	0.415	0.760286786640499	0.739383004249657	0.981561519427649	0.307515297646623
EE	0.104	0.13	0.092	0.793	0.074	0.126	0.083	0.796	0.244485940276975	0.020243073216967	0.955707554006486	0.00352219936475019
EE	0.461	0.608	0.365	0.122	0.475	0.612	0.359	0.134	0.569454923823485	0.354231072875186	0.697100978118876	0.104595640959103
EE	0.557	0.425	0.865	0.917	0.48	0.314	0.863	0.9	0.892410898828966	0.845981278371191	0.738315871146357	0.856451323868113
EE	0.153	0.09	0.161	0.351	0.099	0.059	0.143	0.356	0.232776493735395	0.0125857673780253	0.242642386272263	0.00157514185993616
EE	0.546	0.369	0.566	0.959	0.522	0.375	0.582	0.96	0.147040166102546	0.000992729386235864	0.0833081119717369	0.00234081343532298
EE	0.102	0.201	0.121	0.033	0.115	0.233	0.148	0.034	0.314035485055409	0.103251878274636	0.250428417965715	0.166705373305656
meanDE	0.011	0.011	0.027	0.05	0.015	0.021	0.026	0.055	0.00651135751999598	4.74532386452971e-08	0.00510812075086381	7.09026819653409e-05
varDE	0.498	0.494	0.335	0.413	0.507	0.524	0.331	0.411	0.466561541950264	2.88605649417837e-05	0.394013902890504	1.12596295490511e-05
EE	0.967	0.647	0.981	0.638	0.97	0.608	0.964	0.593	0.701049010462927	0.537704766601256	0.72297887086386	0.533511482845181
meanDE	0.127	0.163	0.008	0.142	0.148	0.2	0.009	0.134	0.000281237639055294	3.7487445007697e-08	8.54792714893019e-05	2.20880851437809e-08
meanDE	0.024	0.024	0.039	0.062	0.019	0.028	0.032	0.066	0.0967799036531503	0.0138475901534995	0.118009617653085	0.0102889000905647
EE	0.157	0.104	0.192	0.309	0.143	0.093	0.168	0.262	0.0980477483491061	9.98662499234104e-05	0.399864555276206	1.595081152461e-05
varDE	0.309	0.346	0.207	0.584	0.312	0.37	0.228	0.594	0.765958067722398	5.29133324600314e-05	0.00258356151173252	0.0433497928956217
EE	0.648	0.892	0.793	0.945	0.604	0.863	0.771	0.946	0.235762991586897	1.69962102726405e-05	0.435095349787884	0.00542546155266201
EE	0.151	0.149	0.172	0.653	0.147	0.166	0.176	0.612	0.0825454130468775	0.00320798823592728	0.109214842892405	0.00170444404188992
EE	0.377	0.432	0.258	0.045	0.341	0.38	0.217	0.033	0.0443086632010359	0.000159524488855549	0.0236384883126659	0.00960807216140693
EE	0.742	0.693	0.809	0.8	0.726	0.661	0.805	0.806	0.967630627287621	0.241479618725754	0.172832278992546	0.421131916304883
EE	0.882	0.806	0.969	0.526	0.872	0.824	0.98	0.512	0.951846075584748	0.750266964982248	0.990455624844532	0.51332931662939
EE	0.977	0.958	0.899	0.788	0.97	0.935	0.9	0.792	0.64989163391224	0.65932118777349	0.623538999493814	0.43243534665065
EE	0.081	0.055	0.228	0.145	0.098	0.069	0.234	0.156	0.0227523605506046	4.49655832795915e-27	0.0317335250683819	5.33250255573939e-28
EE	0.129	0.237	0.125	0.18	0.125	0.239	0.144	0.226	0.147627953191547	0.00271267844150572	0.115858065037027	0.000931143578895668
EE	0.351	0.402	0.461	0.812	0.347	0.373	0.457	0.825	0.58516262524209	0.00793857880604776	0.76675799922736	0.0325795755923979
EE	0.328	0.499	0.343	0.428	0.356	0.49	0.357	0.448	0.537531681747498	0.185382582940701	0.838232182071731	0.157768028896116
varDE	0.15	0.139	0.061	0.131	0.162	0.153	0.04	0.131	0.288513171831891	3.89000537259049e-07	0.0127831560151697	6.5043278274056e-06
EE	0.994	0.873	0.656	0.367	0.996	0.872	0.669	0.398	0.590865679296658	0.484289288479768	0.891085472947862	0.328155008725486
EE	0.549	0.578	0.457	0.303	0.551	0.61	0.443	0.316	0.230447114802332	0.00535772711636505	0.266419475814378	0.00312067271545231
EE	0.763	0.689	0.736	0.098	0.721	0.647	0.722	0.075	0.420054059369006	0.365940900524805	0.720592081104888	0.306226833684472
meanDE	0.524	0.436	0.295	0.067	0.533	0.47	0.322	0.088	0.0135747063189575	0.000172384490377156	0.0053602566816395	0.000500082203794535
EE	0.8	0.867	0.667	0.135	0.813	0.865	0.646	0.158	0.676909996884087	0.346031979680957	0.79267237136786	0.31234399688028
EE	0.561	0.275	0.489	0.431	0.565	0.302	0.473	0.435	0.412387618728142	0.00158703501561107	0.817116977548182	0.000316910836176911
EE	0.448	0.368	0.682	0.452	0.471	0.378	0.69	0.456	0.738416437845771	0.680399434465687	0.591477117888016	0.412211536698306
meanDE	0.352	0.369	0.399	0.232	0.332	0.38	0.396	0.235	0.869117021729055	0.485955486009951	0.593812929518333	0.370225958832149
EE	0.993	0.986	0.79	0.768	0.996	0.982	0.8	0.72	0.20231319837597	0.00336173475768659	0.106746688872302	0.00429485400868236
EE	0.339	0.382	0.358	0.435	0.309	0.342	0.342	0.418	0.302799799234122	1.65734856204464e-05	0.285138950253116	1.02666166533039e-05
EE	0.389	0.58	0.546	0.91	0.361	0.581	0.519	0.917	0.324452048899283	0.121670426495224	0.475046305258934	0.0536374814319743
EE	0.853	0.964	0.892	0.882	0.855	0.97	0.911	0.887	0.503900511631241	0.504324758244516	0.70036510592099	0.586859493262877
meanDE	0.985	0.89	0.081	0.586	0.99	0.896	0.082	0.617	0.0499657037766308	0.00334928452487821	0.0498417970479907	0.0003192239833716
EE	0.1	0.163	0.129	0.152	0.12	0.145	0.109	0.147	0.0990116240582085	2.10588670758202e-05	0.123412808871775	9.91115244121764e-06
EE	0.807	0.634	0.887	0.396	0.807	0.645	0.908	0.442	0.89184250622682	0.589133125205667	0.361780022259333	0.850954646054433
EE	0.125	0.22	0.197	0.046	0.133	0.251	0.193	0.054	0.602044369934929	0.213343202267922	0.233187878223699	0.953233973884445
EE	0.345	0.393	0.285	0.109	0.346	0.388	0.278	0.111	0.613778162876104	0.309750883983923	0.51189755937561	0.12118815267923
EE	0.872	0.942	0.993	0.75	0.88	0.939	0.998	0.748	0.966126067626979	0.34052464253338	0.532322672394865	0.772401968612118
EE	0.056	0.043	0.208	0.691	0.018	0.01	0.123	0.678	0.08863537822445	0.0448963298794696	0.0836597535783178	0.15449214976447
EE	0.217	0.11	0.894	0.75	0.227	0.145	0.849	0.742	0.700371866520049	0.437828797068403	0.548678490392816	0.338284775731856
EE	0.142	0.276	0.265	0.552	0.118	0.264	0.252	0.582	0.0900765087858252	1.14080503740589e-10	0.152843313070343	3.11659628746921e-06
EE	0.234	0.421	0.232	0.61	0.249	0.426	0.246	0.595	0.194637351626558	0.000702342874336326	0.367124781389935	0.00193149172168038
EE	0.3	0.648	0.482	0.525	0.324	0.635	0.499	0.512	0.481202695020066	0.324534107484901	0.601527646945789	0.543172382398102
meanDE	0.037	0.034	0.011	0.011	0.057	0.043	0.02	0.024	0.0191772875057461	2.23053787541744e-11	0.00333691346248659	2.44315669394196e-11
EE	0.846	0.907	0.379	0.322	0.839	0.9	0.386	0.293	0.572968876754351	0.170250951388663	0.44421886424738	0.417478687295427
EE	0.818	0.819	0.998	0.945	0.82	0.832	0.999	0.891	0.906030884545663	0.735778648108357	0.902589499509751	0.706342339756505
EE	0.548	0.836	0.663	0.376	0.516	0.836	0.631	0.37	0.274420088940816	0.290600608123747	0.695514042577769	0.217716274519202
varDE	0.066	0.028	0.088	0.28	0.073	0.032	0.084	0.271	0.255247988090372	9.36299304989415e-05	0.00606386487832723	0.000714827999071117
varDE	0.138	0.109	0.078	0.83	0.117	0.087	0.085	0.846	0.193456866350421	5.23491268085484e-05	0.0120876127341509	5.84630279393358e-05
EE	0.005	0.008	0.008	0.015	0.003	0.011	0.009	0.011	0.00273962352798698	6.38736188522333e-11	0.0390792632969203	1.53509819223611e-08
EE	0.789	0.8	0.609	0.727	0.773	0.768	0.601	0.732	0.87152303414538	0.691902210965288	0.958358458076534	0.511077448250694
varDE	0.561	0.46	0.679	0.834	0.572	0.457	0.65	0.824	0.25176262508851	7.0478128929463e-06	0.000244225462283933	0.674467781883245
EE	0.473	0.897	0.81	0.775	0.517	0.89	0.785	0.79	0.98500795918051	0.685504808463567	0.505130765212872	0.985036715771532
meanDE	0.093	0.059	0.093	0.124	0.079	0.057	0.104	0.15	0.026687297771373	6.75569723982109e-05	0.0459804192488047	4.49421766848416e-05
EE	0.633	0.504	0.376	0.759	0.621	0.513	0.344	0.752	0.163737981909554	0.00204094925517156	0.20135184137512	0.000460435924039085
meanDE	0.036	0.06	0.019	0.443	0.034	0.052	0.017	0.393	0.0306686802422712	5.46074347124097e-05	0.0179148532269954	1.93580761231574e-05
EE	0.777	0.957	0.871	0.848	0.79	0.973	0.884	0.892	0.8445463627186	0.34251011204111	0.352452929682463	0.982969971628601
meanDE	0.857	0.978	0.665	0.858	0.863	0.979	0.674	0.814	0.429027816616309	0.00237360325700077	0.261735842276999	0.000608162847986288
EE	0.314	0.602	0.389	0.46	0.303	0.584	0.374	0.478	0.547777580914011	0.0264805014286713	0.313058916888804	0.0123537762878012
EE	0.547	0.512	0.607	0.585	0.584	0.519	0.603	0.647	0.491739594291927	0.0648996305117955	0.682069284919236	0.0173827695842764
EE	0.108	0.245	0.277	0.706	0.116	0.279	0.298	0.665	0.500947113904185	0.117409004334442	0.943517948221332	0.0351906380403064
EE	0.882	0.8	0.529	0.3	0.886	0.818	0.54	0.288	0.838868112032277	0.582689417939772	0.747912206616248	0.736338056443185
meanDE	0.419	0.578	0.455	0.315	0.39	0.568	0.441	0.293	0.197855469711688	2.75935299698446e-19	0.597741445023924	0.000533198033340283
varDE	0.794	0.831	0.813	0.488	0.792	0.825	0.794	0.438	0.708619175623972	1.27507650511427e-08	0.655488071987385	0.147521824810616
EE	0.369	0.252	0.355	0.936	0.304	0.208	0.295	0.922	0.581761886234013	0.000392691966959425	0.332650578708567	0.00346093061799531
EE	0.47	0.352	0.378	0.858	0.53	0.392	0.382	0.879	0.160747825929378	0.0453612540483869	0.516984046487731	0.0119606300647766
EE	0.466	0.7	0.637	0.544	0.402	0.652	0.564	0.488	0.563571659247803	0.00151501972314951	0.920309178151338	0.967474448828436
EE	0.445	0.6	0.57	0.426	0.442	0.559	0.583	0.438	0.889731714218078	0.84410085155563	0.952268123860898	0.906154856431651
EE	0.619	0.486	0.671	0.428	0.631	0.5	0.633	0.352	0.800966153109765	0.106915285238168	0.0902131228352718	0.904223607830411
meanDE	0.613	0.504	0.347	0.127	0.612	0.509	0.344	0.105	0.271775708444811	7.37216521197553e-12	0.21790817678282	2.45713486136878e-10
EE	0.278	0.267	0.542	0.485	0.266	0.233	0.519	0.483	0.531790138505446	0.223503142864685	0.271169047224455	0.587059881862174
EE	0.674	0.705	0.821	0.668	0.659	0.659	0.807	0.702	0.766877880201623	0.617113156225603	0.878689175477878	0.705552680139175
meanDE	0.543	0.716	0.718	0.626	0.42	0.75	0.664	0.572	0.313423817697317	0.0144886726565734	0.0353609856052611	0.038715713699375
meanDE	0.205	0.198	0.24	0.097	0.166	0.157	0.199	0.111	0.128280183513479	3.08673030959982e-07	0.218448742460288	7.75989599856169e-07
EE	0.134	0.248	0.194	0.839	0.15	0.198	0.189	0.843	0.225561265801763	0.000209476929587019	0.179428604097554	0.0863531278985529
EE	0.143	0.113	0.24	0.279	0.149	0.112	0.251	0.354	0.108582373728499	4.42485340266649e-10	0.171133649088003	2.19863178911678e-09
EE	0.248	0.331	0.321	0.754	0.255	0.294	0.36	0.758	0.342919118444193	0.205534848729744	0.465224574553352	0.137277501244399
varDE	0.186	0.05	0.107	0.225	0.146	0.061	0.1	0.251	0.100938909209203	4.79462427132559e-07	2.9120708369355e-05	0.691458703437009
EE	0.196	0.142	0.511	0.373	0.219	0.141	0.542	0.391	0.16880374592786	0.0482215006900612	0.212890580832291	0.0102698730644746
EE	0.621	0.916	0.685	0.289	0.612	0.92	0.669	0.29	0.861972583272016	0.71240132856786	0.607152810342237	0.462468382812945
EE	0.376	0.223	0.223	0.815	0.408	0.232	0.209	0.823	0.313423012494356	0.315411789845743	0.515378029669256	0.0931852996649854
EE	0.683	0.481	0.939	0.623	0.627	0.431	0.9	0.548	0.896433546077415	0.97603414176884	0.975772956956849	0.939716370364608
EE	0.542	0.351	0.895	0.684	0.582	0.376	0.893	0.703	0.431485813345005	0.0393499788705551	0.507925801517592	0.172033322516768
EE	0.591	0.896	0.676	0.922	0.552	0.862	0.672	0.908	0.808765647059541	0.580679153478265	0.864056298948592	0.428939235978739
meanDE	0.291	0.428	0.348	0.108	0.274	0.424	0.349	0.121	0.698164025759612	0.0257569430763957	0.126000765767167	0.802833817622449
meanDE	0.128	0.339	0.149	0.691	0.169	0.368	0.19	0.709	0.0467494625430756	0.000501072743370365	0.0721165153426982	9.36572322890126e-05
meanDE	0.295	0.59	0.571	0.678	0.304	0.605	0.469	0.698	0.941775709126031	0.498305073855157	0.427768689823266	0.424314370227075
EE	0.184	0.184	0.159	0.153	0.179	0.2	0.163	0.169	0.344814294596539	0.0170371338249205	0.328018176383409	0.0698250088551579
EE	0.133	0.097	0.231	0.198	0.153	0.123	0.279	0.253	0.150374839618503	4.13544593191898e-06	0.0974936665723934	9.35407100876884e-06
EE	0.201	0.308	0.162	0.1	0.175	0.267	0.185	0.134	0.217922153606367	0.00147006687964204	0.148524179098572	0.00240955348872297
EE	0.021	0.009	0.025	0.069	0.014	0.014	0.03	0.054	0.0365241230308819	0.0109833456052204	0.011433517668095	0.0259421395662416
meanDE	0.042	0.045	0.065	0.185	0.052	0.061	0.078	0.209	0.0311591817078322	0.00258362562891489	0.231913308963984	0.000804672393208945
EE	0.89	0.821	0.391	0.348	0.866	0.793	0.386	0.342	0.286653964545572	0.0483845240320845	0.399648583572813	0.0129447997097577
varDE	0.522	0.381	0.727	0.358	0.505	0.343	0.698	0.336	0.925886115784554	0.824831466041543	0.757622334761538	0.222999495624941
EE	0.974	0.885	0.953	0.876	0.961	0.86	0.965	0.9	0.580275014821401	0.543769657065607	0.453980562449013	0.352678314087728
EE	0.018	0.033	0.013	0.178	0.014	0.029	0.014	0.182	0.00276348502419244	2.14105815977758e-39	0.00422770318539442	2.90249029649895e-34
EE	0.193	0.182	0.21	0.285	0.164	0.165	0.175	0.243	0.242045421262879	8.97394994394848e-07	0.183910688784707	3.70848313274122e-06
EE	0.856	0.755	0.764	0.643	0.869	0.755	0.781	0.646	0.895667482012285	0.208043726592168	0.46990727720159	0.630156183589144
meanDE	0.243	0.219	0.597	0.45	0.153	0.158	0.488	0.446	0.495800877516396	0.473327605089926	0.625655469690814	0.215644642648389
meanDE	0.453	0.784	0.696	0.784	0.473	0.774	0.685	0.757	0.382384474466956	4.33931307512052e-09	0.884268519068686	0.108170415094019
EE	0.52	0.537	0.681	0.74	0.566	0.55	0.651	0.707	0.709358722130744	0.554794265559658	0.799655444365471	0.533470920549576
meanDE	0.114	0.123	0.069	0.082	0.102	0.108	0.06	0.068	0.0141909708544521	5.05528043942585e-17	0.0043658367589548	5.83949097969464e-17
EE	0.666	0.815	0.793	0.558	0.687	0.82	0.806	0.567	0.966370929426781	0.604784531585053	0.786039105889577	0.409221982980877
varDE	0.555	0.29	0.403	0.319	0.558	0.285	0.375	0.304	0.85892488273739	1.38377946815244e-05	0.514467826455053	0.0412954514286785
