geneType	pval_M_zinb	pval_M_kde	pval_S0_zinb	pval_S0_kde	pval_S1_zinb	pval_S1_kde	deseq2_pval	mast_pval_glm	mast_pval_glmer
varDE	0.057	0.234	0.041	0.161	0.049	0.24	0.739558505125217	1.92790783850174e-09	0.0392289791178158
EE	0.13	0.113	0.153	0.129	0.178	0.159	0.388317900528793	0.0992572817675951	0.375430220969215
EE	0.71	0.413	0.679	0.384	0.708	0.386	0.313141783024151	0.00916394481627164	0.320548890719439
varDE	0.017	0.001	0.017	0.001	0.018	0.002	0.139408054363998	3.74265264150061e-11	3.35958513664657e-05
varDE	0.039	0.051	0.068	0.072	0.048	0.045	0.249864660557941	7.88010966690373e-06	0.0551507350088864
meanDE	0.004	0.01	0.004	0.01	0.005	0.01	0.00505423829089111	3.90104450539553e-67	0.00256209253111563
meanDE	0.163	0.189	0.163	0.154	0.198	0.218	0.222501623080643	0.00106396681707513	0.203688880398803
EE	0.528	0.708	0.551	0.812	0.44	0.715	0.953621505238617	0.977955054884571	0.888635105788267
varDE	0.188	0.138	0.153	0.077	0.169	0.146	0.727523116194809	2.32080034166425e-11	4.02347623673314e-05
EE	0.695	0.972	0.68	0.958	0.645	0.965	0.76689428295164	0.485601529476809	0.948339213501092
varDE	0.107	0.092	0.09	0.063	0.113	0.077	0.0506978070470865	3.57954910139817e-13	0.137213513761169
EE	0.17	0.18	0.177	0.2	0.155	0.185	0.613337398212113	0.0193474227815888	0.583080990392558
EE	0.121	0.23	0.114	0.215	0.13	0.234	0.135334101605324	0.00147757230536044	0.0422108465098884
meanDE	0.006	0.001	0.002	0.008	0.004	0.005	0.0405514528947329	0.0014185826722718	0.0580465765807385
EE	0.957	0.602	0.924	0.621	0.935	0.582	0.548552558515521	0.0427889303985947	0.415431194405286
EE	0.479	0.513	0.487	0.554	0.524	0.544	0.103433434736463	0.00442807847294422	0.162257348510244
EE	0.313	0.119	0.347	0.127	0.291	0.147	0.151821241696088	9.73071425954199e-07	0.0838299748668426
meanDE	0.264	0.285	0.261	0.275	0.263	0.273	0.23201813842724	1.94692502649147e-12	0.442580338707103
EE	0.645	0.594	0.644	0.575	0.666	0.602	0.255706441436323	5.21828335329131e-05	0.244331555941271
varDE	0.322	0.138	0.297	0.149	0.312	0.178	0.213689393011963	1.16922190557666e-17	0.093508298076255
EE	0.295	0.246	0.264	0.246	0.193	0.18	0.0500814126668161	9.12334206131193e-35	0.0487422192368069
meanDE	0.014	0.024	0.019	0.024	0.014	0.088	0.0031054008499113	4.96156661859688e-11	0.0508589765459049
EE	0.491	0.318	0.48	0.292	0.457	0.261	0.190258823773331	5.20168658988243e-07	0.163481742945591
EE	0.086	0.145	0.112	0.134	0.096	0.135	0.0684409802086112	5.82945716161138e-16	0.0228385898056697
EE	0.494	0.326	0.563	0.313	0.48	0.261	0.234744130942031	0.0373291134042212	0.259899872623313
meanDE	0.004	0.019	0.003	0.021	0.003	0.024	3.35083577049949e-06	1.21031968721338e-21	1.80965714631398e-05
EE	0.537	0.445	0.589	0.479	0.553	0.481	0.999274006147589	0.369522944500135	0.949500300580193
varDE	0.142	0.489	0.131	0.479	0.148	0.49	0.147567613906825	3.75339103727038e-14	0.130697302752715
EE	1	0.882	0.994	0.828	1	0.879	0.945400931935169	0.813225395247287	0.947689771166972
EE	0.037	0.045	0.039	0.052	0.038	0.057	0.04583391248946	4.01065840973958e-10	0.0566148885142527
EE	0.657	0.78	0.672	0.738	0.66	0.758	0.755801340160499	0.192640282773383	0.83713599409934
meanDE	0.168	0.168	0.15	0.152	0.148	0.139	0.0623307763035248	3.49186293658088e-13	0.16007595418931
EE	0.371	0.324	0.381	0.331	0.363	0.295	0.264107251925807	6.90790067830298e-05	0.239595297309086
EE	0.03	0.019	0.023	0.021	0.027	0.016	0.0839403690521744	1.35708914656648e-05	0.120526729194349
EE	0.819	0.889	0.843	0.9	0.829	0.887	0.684288017533305	0.106748986002495	0.858800566317095
EE	0.684	0.763	0.696	0.758	0.691	0.773	0.561126721134295	0.00563369465105866	0.694367504719406
EE	0.207	0.218	0.234	0.215	0.251	0.215	0.231895101497801	1.68986164949887e-07	0.169584972088994
EE	0.291	0.658	0.259	0.68	0.293	0.679	0.278765038965517	0.0001435297107656	0.42194293481566
EE	0.457	0.29	0.397	0.233	0.459	0.301	0.379251700003754	3.17460013812338e-05	0.419025951036353
varDE	0.004	0.053	0.007	0.044	0.006	0.049	0.300616743368699	1.20695281064284e-08	4.82550843613576e-06
meanDE	0.196	0.385	0.244	0.396	0.194	0.42	0.077690861680224	4.49825401454931e-06	0.0163712238989134
EE	0.77	0.356	0.763	0.367	0.795	0.375	0.433859184848614	0.00956911043001843	0.501859738795818
EE	0.123	0.105	0.084	0.073	0.095	0.059	0.281476650362462	0.000907552340444702	0.12774631364007
varDE	0.32	0.408	0.332	0.382	0.353	0.399	0.654013098815942	8.29014474264628e-08	0.464787566284059
varDE	0.249	0.46	0.285	0.437	0.303	0.453	0.268269073331095	3.13828573036029e-12	0.14875085265496
EE	0.947	0.829	0.918	0.777	0.915	0.772	0.704890659275469	0.000953019556852221	0.326849479712731
EE	0.591	0.734	0.592	0.768	0.548	0.712	0.34635746165536	0.0897756943196054	0.190367873976567
varDE	0.003	0.056	0.001	0.065	0.001	0.066	0.0384294736203452	6.94725416358327e-11	0.828776971273543
EE	0.555	0.55	0.588	0.574	0.533	0.526	0.988167279222168	0.549611143020327	0.692052623028694
meanDE	0.271	0.502	0.239	0.421	0.29	0.501	0.0583133266792988	2.99408905107314e-13	0.0517386047109416
EE	0.468	0.278	0.409	0.248	0.439	0.264	0.564999949060842	0.283272312010123	0.36510586789816
meanDE	0.646	0.648	0.644	0.617	0.642	0.62	0.590106311132399	0.00013226009287397	0.724384469779771
EE	0.51	0.823	0.542	0.862	0.546	0.856	0.949725844618735	0.681813348798681	0.808409488735682
EE	0.758	0.197	0.773	0.258	0.745	0.263	0.0109173826468861	9.25237381223064e-06	0.0019461599611884
EE	0.913	0.415	0.912	0.364	0.91	0.373	0.469303911316715	0.00107278002928093	0.499307204720313
EE	0.898	0.724	0.913	0.717	0.893	0.731	0.703123025089118	0.835780714685628	0.843926969263376
EE	0.77	0.544	0.758	0.531	0.731	0.517	0.543971574025244	0.00639274749510648	0.928041204235873
meanDE	0.022	0.051	0.019	0.029	0.021	0.035	0.0105144378907129	2.67757628724994e-20	0.000467171901583141
EE	0.24	0.414	0.186	0.319	0.207	0.346	0.474644529622276	0.0030519134081959	0.520765867559922
EE	0.398	0.824	0.414	0.813	0.423	0.819	0.797626148614923	0.802805287734199	0.698698326969984
EE	0.878	0.107	0.87	0.139	0.85	0.123	0.423097325852168	0.0140604707810472	0.465980963866959
EE	0.446	0.249	0.456	0.262	0.458	0.265	0.315448271381172	9.09158859108854e-07	0.213926848310266
EE	0.592	0.771	0.551	0.702	0.636	0.793	0.658643187500428	0.024147113225288	0.782846764560699
EE	0.885	0.808	0.844	0.871	0.871	0.812	0.253323456392569	0.077249642679117	1
EE	0.195	0.546	0.243	0.574	0.232	0.582	0.465026718646151	0.00871975853197815	0.46707394449834
varDE	0.039	0.035	0.027	0.027	0.022	0.044	0.945491927567446	4.10271306241999e-09	0.0134442881317155
EE	0.546	0.444	0.51	0.427	0.56	0.453	0.683428241738878	0.789345692224773	0.826310912582424
EE	0.554	0.249	0.546	0.237	0.55	0.304	0.906329493329782	0.834584877890633	0.794789114392499
EE	0.372	0.389	0.374	0.381	0.377	0.381	0.620663282640919	4.11229789055478e-09	0.4651716502311
EE	0.188	0.03	0.178	0.032	0.135	0.037	0.188994807141265	2.89176580137164e-08	0.0970415566598945
meanDE	0.102	0.148	0.102	0.132	0.113	0.164	0.0692304493114944	1.77101910551623e-24	0.0225425461335911
EE	0.521	0.605	0.509	0.641	0.485	0.611	0.346266465749612	0.0209152896718406	0.132153394496531
meanDE	0.077	0.12	0.083	0.072	0.111	0.109	0.0100292302870015	7.84898798566616e-06	0.000295324973543035
EE	0.418	0.483	0.473	0.469	0.447	0.446	0.464122840767477	0.000213650251741553	0.645924438551651
EE	0.666	0.168	0.728	0.23	0.689	0.206	0.864515195989495	0.309688452299738	0.943521235654331
EE	0.085	0.14	0.064	0.126	0.047	0.16	0.0619832344123712	3.56167033975127e-05	0.460093837402328
EE	0.902	0.935	0.911	0.927	0.916	0.93	0.932908137603765	0.265686946275059	0.975227067405126
meanDE	0.012	0.005	0.009	0.002	0.022	0.007	0.0194483360298061	8.38328488683554e-08	0.0256661298725724
EE	0.614	0.277	0.646	0.302	0.52	0.287	0.811908235417534	0.869616016892092	0.925100759382723
EE	0.861	0.754	0.855	0.745	0.867	0.772	0.918810966008848	0.143625572835531	0.844003952931853
EE	0.575	0.097	0.537	0.062	0.526	0.112	0.655333385260222	0.69106841975367	0.958439791233147
EE	0.261	0.19	0.29	0.211	0.289	0.208	0.788546066849882	0.75806557659817	0.962287808104355
meanDE	0.195	0.021	0.149	0.015	0.16	0.022	0.000822444714702072	7.25506833903116e-11	0.000274624144734493
EE	0.552	0.935	0.414	0.847	0.341	0.594	0.443409725909202	1.32507491546842e-05	0.459946225502552
EE	0.722	0.962	0.701	0.962	0.71	0.975	0.701758904408926	0.203958395145429	0.459671782352899
EE	0.973	0.996	0.942	0.997	0.971	0.998	0.977258452604065	0.946867616579464	0.838373008473262
EE	0.27	0.267	0.281	0.284	0.263	0.265	0.181293433220362	2.71279345930305e-38	0.0399115881968811
meanDE	0.65	0.806	0.62	0.798	0.64	0.786	0.057868714204157	4.90746099904114e-05	0.0824649048862553
EE	0.104	0.162	0.089	0.114	0.079	0.11	0.0214109614254092	3.65076653936531e-39	0.0148647870993396
EE	0.049	0.337	0.067	0.333	0.051	0.357	0.538009635377973	0.179583251927758	0.720648847267399
EE	0.828	0.695	0.839	0.695	0.84	0.685	0.912922589884609	0.649483438721971	0.668122809938283
EE	0.03	0.041	0.026	0.037	0.019	0.039	0.33814115796142	0.01133579125816	0.304757722281968
varDE	0.016	0.003	0.012	0.001	0.014	0.002	0.313404742378537	3.36240219221133e-12	0.00276671153417046
varDE	0.008	0.008	0.002	0.007	0.007	0.015	0.640182030892125	6.91986405537328e-09	0.00765933466031235
EE	0.335	0.445	0.353	0.453	0.339	0.474	0.112730704024612	5.27078803118042e-13	0.10133642444801
EE	0.131	0.408	0.101	0.44	0.147	0.517	0.337164329907598	0.0178137152235644	0.209355402420714
varDE	0.178	0.057	0.13	0.024	0.146	0.036	0.513128527086425	4.28355149815304e-06	0.0861701648491207
EE	0.705	0.514	0.8	0.53	0.685	0.439	0.179908830291152	2.23452804190197e-05	0.0439956563570952
meanDE	0.065	0.052	0.056	0.053	0.071	0.068	0.0383206912242297	1.39251306088474e-09	0.0240424274842258
EE	0.166	0.781	0.167	0.844	0.174	0.835	0.363429589278171	0.00069010216964148	0.908509609506994
meanDE	0.038	0.101	0.044	0.133	0.047	0.122	0.00454200929395764	1.03629425207873e-15	0.0012602366880643
EE	0.861	0.301	0.861	0.316	0.837	0.348	0.761753323423342	9.67274704466182e-05	0.881402324069688
EE	0.123	0.543	0.061	0.435	0.067	0.326	0.235430716188306	2.82558406928493e-14	0.192182389234724
varDE	0.176	0.06	0.181	0.066	0.166	0.055	0.263628419877299	7.66979734300634e-11	1.22655627894311e-06
EE	0.963	0.653	0.949	0.653	0.965	0.655	0.573781709427351	0.412318217759778	0.687442234836466
EE	0.944	0.81	0.946	0.803	0.949	0.81	0.973136089778428	0.209339149468208	0.64016256877401
EE	0.815	0.624	0.782	0.675	0.764	0.548	0.5855472529051	0.307322345175738	0.668410467911733
meanDE	0.406	0.262	0.448	0.31	0.329	0.204	0.00309417073779767	2.84706985394198e-07	0.0212175440159174
EE	0.954	0.936	0.951	0.951	0.933	0.936	0.759177659047031	0.572337453197871	0.814318228537773
EE	0.993	0.916	0.994	0.869	0.995	0.906	0.675878004327362	0.549073329921851	0.779439008607286
EE	0.599	0.85	0.585	0.877	0.617	0.837	0.948365532888934	0.713612459560174	0.992720809696393
EE	0.008	0.198	0.011	0.162	0.016	0.219	0.0263476333699849	5.91217404888413e-18	0.0351337606513422
EE	0.655	0.482	0.614	0.471	0.599	0.424	0.903998582463445	0.587604513135238	0.963017984589219
varDE	0.13	0.071	0.131	0.05	0.156	0.063	0.221489175157205	2.45016285179102e-22	0.591959357435925
meanDE	0.04	0.059	0.037	0.05	0.049	0.064	0.0137760051760554	1.17406358397095e-30	0.0327067024248301
varDE	0.154	0.181	0.142	0.164	0.173	0.208	0.103270267670417	1.42311197878182e-26	0.0943652341364227
EE	0.61	0.696	0.616	0.672	0.64	0.699	0.97178210863406	0.513600398013474	0.923262535764532
EE	0.643	0.379	0.653	0.396	0.658	0.411	0.891572069632784	0.769857987924118	0.980352232396459
EE	0.538	0.667	0.598	0.663	0.59	0.674	0.336957113635389	0.294707440592486	0.304532926053935
EE	0.591	0.618	0.613	0.637	0.632	0.607	0.257875560417501	0.0342205851570405	0.171021024090539
EE	0.361	0.302	0.392	0.332	0.375	0.328	0.42381433133685	0.000409006162022956	0.501804512278623
EE	0.349	0.683	0.342	0.678	0.355	0.686	0.782986366873921	0.286269953581599	0.908974981336669
meanDE	0.063	0.109	0.062	0.12	0.065	0.111	0.136637606896944	0.000156463098137753	0.079048165685939
EE	0.306	0.217	0.335	0.228	0.304	0.223	0.180640136744801	1.90583200605342e-06	0.366476867656907
EE	0.904	0.171	0.909	0.119	0.886	0.145	0.163564942980588	0.000769942377101625	0.0379388151611898
EE	0.909	0.938	0.941	0.942	0.917	0.951	0.61138627976248	0.458079892240683	0.5454665697668
EE	0.632	0.564	0.66	0.504	0.598	0.547	0.559352321124707	1.55965881416552e-09	0.736002484399881
EE	0.695	0.585	0.739	0.611	0.706	0.6	0.418073714891446	0.000300336752377881	0.725621858350851
EE	0.205	0.211	0.181	0.221	0.238	0.263	0.451274841565468	0.0337544675065516	0.468238192182832
EE	0.209	0.285	0.224	0.292	0.21	0.278	0.510353715135306	0.210251162814397	0.719145526618111
varDE	0.011	0.017	0.014	0.014	0.019	0.02	0.0626436791295219	8.62835107759056e-13	0.00799926125023362
meanDE	0.102	0.126	0.105	0.103	0.101	0.098	0.0638070651951142	2.20108361011179e-43	1
EE	0.301	0.259	0.349	0.325	0.258	0.247	0.9091746441826	1.7070143149311e-18	NA
EE	0.555	0.645	0.533	0.598	0.573	0.685	0.484714964873913	4.40037287429069e-11	0.477394336164464
EE	0.714	0.596	0.597	0.547	0.643	0.504	0.825851532675096	0.976807189906741	0.991230332106405
EE	0.994	0.767	0.993	0.803	0.992	0.765	0.934636798545682	0.798765491559123	0.780869801239673
EE	0.554	0.606	0.541	0.548	0.527	0.573	0.68957062652129	0.384350667252069	0.47217943794414
meanDE	0.471	0.868	0.531	0.888	0.436	0.864	0.434314427232087	0.0289356982310492	0.498070111888477
EE	0.426	0.456	0.435	0.475	0.417	0.478	0.0908974378961825	5.29920699927182e-16	0.116016549528556
EE	0.144	0.12	0.122	0.066	0.134	0.084	0.947132437840875	0.840914964978336	0.696599020406397
EE	0.03	0.016	0.016	0.015	0.017	0.086	0.0765335344874233	2.9969534218514e-12	0.0467222296202363
meanDE	0.001	0.001	0.001	0.001	0.001	0.001	5.20916652891651e-06	7.66322760623367e-22	0.000447740536027802
EE	0.75	0.597	0.726	0.602	0.743	0.607	0.869188404185965	0.60259096137864	0.837267895302133
EE	0.12	0.126	0.032	0.065	0.042	0.059	0.000678026849389407	2.04477054373951e-07	0.00168805233739548
EE	0.22	0.259	0.25	0.295	0.235	0.257	0.333642285296237	0.0014938560304641	0.484052206211731
meanDE	0.029	0.024	0.01	0.01	0.013	0.011	0.000799057004478932	7.85960510334057e-24	0.00129407806581562
meanDE	0.521	0.767	0.531	0.779	0.546	0.735	0.212630329193009	0.0152740299773248	0.0542569125663416
EE	0.658	0.77	0.656	0.766	0.665	0.781	0.570198944164441	0.1512012266407	0.725038508454163
EE	0.558	0.829	0.598	0.841	0.596	0.827	0.318842977474872	0.00134889317096235	0.576779496833473
EE	0.413	0.22	0.381	0.204	0.417	0.221	0.433543689707083	0.0141121730158495	0.610084921798489
EE	0.299	0.498	0.324	0.481	0.265	0.345	0.10666684970147	1.86769208779148e-11	0.0936670670017465
EE	0.791	0.913	0.745	0.844	0.786	0.873	0.946264964462698	0.485974271648751	0.833990600128057
meanDE	0.072	0.131	0.094	0.159	0.062	0.143	0.077681846748679	6.69352299361602e-11	0.0897158747112635
meanDE	0.486	0.191	0.515	0.18	0.486	0.212	0.163101518325449	1.10346054902945e-06	0.128125636078162
varDE	0.032	0.059	0.04	0.068	0.028	0.064	0.0751087231217851	4.97289571258522e-15	3.98827763975593e-05
meanDE	0.07	0.301	0.053	0.275	0.069	0.319	4.63832358172799e-06	2.53471598668937e-21	2.52993679730578e-07
EE	0.324	0.467	0.283	0.426	0.335	0.469	0.154562506445003	3.43982728917811e-05	0.0842597068017891
EE	0.756	0.943	0.8	0.945	0.803	0.933	0.846569200282746	0.914508824442105	0.863857973601359
meanDE	0.465	0.2	0.368	0.172	0.402	0.115	0.126356208571694	5.07634955596942e-11	0.315660169362765
EE	0.862	0.887	0.9	0.905	0.838	0.878	0.920579464072949	0.0378631069068353	0.909035072926066
EE	0.682	0.373	0.673	0.363	0.655	0.317	0.785067402733913	0.795970890386146	0.917398218335372
varDE	0.202	0.098	0.201	0.092	0.248	0.137	0.156921631906097	1.43700424595993e-24	0.0848192911030335
EE	0.677	0.567	0.678	0.576	0.696	0.556	0.853342519557479	0.129688712610159	0.673966031672286
meanDE	0.69	0.036	0.696	0.03	0.689	0.027	2.94047550231007e-05	2.91103691298933e-08	2.4903375574148e-05
meanDE	0.07	0.028	0.059	0.034	0.059	0.038	0.00116662411369744	1.91974864344049e-07	0.00176007488217325
EE	0.916	0.528	0.869	0.55	0.922	0.523	0.212815029315494	0.00326903759688011	0.279469772741712
EE	0.186	0.159	0.179	0.148	0.13	0.108	0.110778085736076	3.22687343685884e-17	0.261767057395717
varDE	0.49	0.433	0.42	0.383	0.429	0.4	0.249630488797902	5.5595588026072e-12	0.0605801802310652
EE	0.087	0.6	0.087	0.67	0.095	0.66	0.0686908427510419	1.05087663490861e-09	0.0277551950903991
EE	0.133	0.222	0.084	0.141	0.071	0.127	0.40510728953685	0.000342494726474782	0.109638690917167
EE	0.394	0.662	0.382	0.676	0.401	0.664	0.752635921107183	0.558867931279894	0.680599201872054
EE	0.136	0.229	0.156	0.241	0.154	0.22	0.336343202032749	0.00125670457148018	0.330287350157971
EE	0.694	0.774	0.692	0.768	0.699	0.788	0.68241554734901	0.374478687259002	0.881815496928082
EE	0.644	0.869	0.622	0.893	0.611	0.883	0.710236294334643	0.0215565741627275	0.75606892743198
EE	0.446	0.875	0.396	0.82	0.338	0.818	0.431634670744667	0.353949034810427	0.335112818400552
varDE	0.222	0.095	0.147	0.088	0.148	0.069	0.0479472194479975	3.41304183586995e-08	0.0029333052596173
EE	0.144	0.773	0.173	0.768	0.131	0.746	0.899898572325079	0.890513928413477	0.821860431454101
EE	0.136	0.189	0.097	0.177	0.148	0.202	0.0684457751360143	5.47841211776271e-07	0.0977007840659766
EE	0.85	0.833	0.862	0.841	0.85	0.834	0.417174976016448	2.60080953276607e-05	0.584329130026238
EE	0.39	0.131	0.413	0.13	0.406	0.135	0.79894528592068	0.617560121476174	0.6786130525111
EE	0.365	0.934	0.419	0.955	0.432	0.954	0.962350600102605	0.313127970871945	1
EE	0.339	0.065	0.304	0.057	0.34	0.074	0.00218066324060467	3.74228176585823e-10	0.00248710472601348
EE	0.153	0.201	0.113	0.145	0.093	0.119	0.109376377909647	7.86603468744452e-07	0.0412702288703293
EE	0.825	0.673	0.852	0.621	0.786	0.523	0.418847608922735	0.000855629201544728	0.279956069883023
EE	0.628	0.884	0.618	0.883	0.605	0.869	0.953324703987895	0.798724162464348	0.853904344877574
meanDE	0.412	0.945	0.403	0.957	0.322	0.923	0.440315639787978	0.00255573087302603	0.72162415502011
EE	0.8	0.754	0.824	0.73	0.793	0.714	0.535203032386147	0.159128416040017	0.501658475904948
EE	0.323	0.276	0.337	0.253	0.326	0.264	0.338575327817954	0.0175043599161102	0.594238375846226
EE	0.702	0.916	0.747	0.928	0.717	0.911	0.408624161744483	0.173501791025652	0.387706040442433
EE	0.84	0.981	0.716	0.949	0.805	0.977	0.541652465899512	0.00354054106119266	0.822649464057735
EE	0.581	0.683	0.579	0.671	0.601	0.66	0.837431591594231	0.00443157622773987	0.64954582334429
EE	0.221	0.175	0.186	0.161	0.189	0.17	0.469262423437	0.167247126777422	0.503849823961774
EE	0.791	0.625	0.788	0.602	0.803	0.618	0.763130674812609	0.119884611938766	0.854847646632186
meanDE	0.178	0.218	0.181	0.19	0.185	0.285	0.117334933672561	1.90781073862223e-07	0.0979683798782981
EE	0.981	0.676	0.972	0.666	0.978	0.676	0.384264566650283	0.0285962698257928	0.658443639174475
EE	0.201	0.111	0.219	0.122	0.228	0.123	0.0215250283321755	7.5256069049707e-21	0.00863622839736712
meanDE	0.078	0.161	0.099	0.166	0.086	0.184	0.268449692981938	0.000157632040547403	0.303237380738266
EE	0.556	0.296	0.611	0.339	0.571	0.305	0.0615531679917713	0.00081259544712116	0.0898820655041023
EE	0.896	0.862	0.945	0.91	0.902	0.861	0.268624278468657	0.0311960641925681	0.218647298749613
meanDE	0.009	0.031	0.006	0.019	0.016	0.033	0.0285584552955073	1.69649619962832e-09	0.00688408030443943
meanDE	0.041	0.031	0.013	0.017	0.024	0.026	0.00372921012957257	2.24009017528031e-28	0.00375089654587601
EE	0.755	0.995	0.757	0.994	0.758	0.921	0.995900933436034	0.775594514085449	0.564871608058772
EE	0.51	0.865	0.537	0.859	0.525	0.86	0.403922250407444	0.0067739128299839	0.536996347016862
varDE	0.413	0.797	0.403	0.823	0.406	0.793	0.465194532163795	1.01994754293669e-15	0.00073473815512483
EE	0.891	0.545	0.905	0.568	0.916	0.543	0.310443023178597	0.170577780141841	0.135958544619258
EE	0.575	0.734	0.555	0.699	0.526	0.665	0.8031236063445	0.0921870793158965	0.824444319312515
meanDE	0.16	0.112	0.176	0.1	0.184	0.116	0.0406386863045824	9.01886323164576e-13	0.031423145142847
EE	0.541	0.51	0.574	0.548	0.561	0.519	0.190010718939639	5.96549554240488e-12	0.282190406999647
EE	0.821	0.315	0.862	0.312	0.797	0.264	0.483491260920001	0.34485281378426	0.692018706902756
meanDE	0.004	0.013	0.001	0.004	0.001	0.01	0.000137162465056272	5.69810725388578e-32	8.24254341761825e-06
EE	0.853	0.991	0.892	0.981	0.885	0.982	0.57460869036753	1.61239260974594e-05	0.519191307220355
EE	0.797	0.647	0.69	0.549	0.782	0.576	0.491798776950151	0.00742709490503706	0.866818714233014
EE	0.874	0.273	0.8	0.265	0.9	0.247	0.933820478102264	0.83217181363874	0.674403452700341
EE	0.297	0.295	0.303	0.332	0.323	0.349	0.261069251184565	1.5131843245898e-06	0.271733247949736
meanDE	0.848	0.249	0.91	0.273	0.87	0.229	0.000580861048021224	2.46457353519313e-10	0.000531247516534564
meanDE	0.063	0.094	0.061	0.1	0.079	0.111	0.0287990568460188	1.84419805666973e-21	0.00722804611094928
